"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Ilse Kubaschewski","classification.ores.articletopic/Culture.Media.Films|544|classification.ores.articletopic/Culture.Biography.Biography*|758|classification.ores.articletopic/Geography.Regions.Europe.Europe*|703|classification.ores.articletopic/Culture.Media.Media*|615|classification.ores.articletopic/Geography.Regions.Europe.Western Europe|860","Q1659149","nm0006742","Helen Vita","not exact match","nm0473381",NA
"Albert Henderson","classification.ores.articletopic/Geography.Geographical|978|classification.ores.articletopic/Culture.Biography.Biography*|559|classification.ores.articletopic/Culture.Media.Films|285|classification.ores.articletopic/Culture.Media.Media*|957","Q19628621","nm0376322",NA,NA,"nm0376318",NA
"Kang Eun-kyung","classification.ores.articletopic/Geography.Regions.Asia.Asia*|982|classification.ores.articletopic/Culture.Biography.Biography*|875|classification.ores.articletopic/Geography.Regions.Asia.East Asia|992","Q6823918","nm5606316",NA,NA,"nm1149374",NA
"Tina De Mola","classification.ores.articletopic/Culture.Media.Films|760|classification.ores.articletopic/Culture.Media.Media*|941|classification.ores.articletopic/Geography.Regions.Europe.Southern_Europe|600|classification.ores.articletopic/Culture.Biography.Biography*|989","Q3991526","nm0031032",NA,NA,"nm0210377",NA
"Décès en décembre 1995","classification.ores.articletopic/Culture.Biography.Biography*|287","Q4475394","nm0461549","Patric Knowles","not exact match",NA,NA
"Arthur Stanley (5e baron Stanley d'Alderley)","classification.ores.articletopic/Geography.Regions.Oceania|118|classification.ores.articletopic/History and Society.Education|706|classification.ores.articletopic/History and Society.Politics and government|886|classification.ores.articletopic/Culture.Biography.Biography*|966|classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|750","Q711588","nm12163",NA,NA,"nm0012163",NA
"Dias Gomes","classification.ores.articletopic/Geography.Regions.Americas.South America|998|classification.ores.articletopic/Culture.Biography.Biography*|971","Q1791585","nm00166476",NA,NA,"nm0326852",NA
"Tatiana S. Riegel","classification.ores.articletopic/Culture.Media.Media*|930|classification.ores.articletopic/Culture.Biography.Women|815|classification.ores.articletopic/Culture.Biography.Biography*|845|classification.ores.articletopic/Culture.Media.Entertainment|810","Q7688112","nm0000726186",NA,NA,"nm0726186",NA
"Ottolien Boeschoten","classification.ores.articletopic/Culture.Biography.Biography*|1000","Q13972951","nm8224157","Ottolien Boeschoten","match","nm0091379",NA
"Florine McKinney","classification.ores.articletopic/Culture.Biography.Women|759|classification.ores.articletopic/Culture.Biography.Biography*|948","Q50772486","nm00571868",NA,NA,"nm0571868",NA
"Lesly Bunton","classification.ores.articletopic/Culture.Biography.Biography*|843|classification.ores.articletopic/Geography.Regions.Europe.Europe*|749|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|692","Q117312548","nm12500181","Leslie Bunton","not exact match",NA,NA
"Carl-Gustaf Lindstedt","classification.ores.articletopic/Culture.Media.Films|919|classification.ores.articletopic/Geography.Regions.Europe.Europe*|985|classification.ores.articletopic/Culture.Media.Media*|921|classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|994|classification.ores.articletopic/Culture.Biography.Biography*|822","Q5039760","nm00000512432",NA,NA,"nm0512432",NA
