"title","wikibase_item","Studio"
"Bokura no Ai no Kanade","Q11387579","studio = |imdb = "
"Sōten Kōro","Q717730","studio = [[Madhouse (animación)"
"Kamen no Ninja Akakage","Q2983902","studio = [[Toei Animation]] "
"Jane Eyre (película de 1934)","Q1065431","studio = Monogram Pictures "
"Carmen Vidal mujer detective","Q106574429","studio = | recaudación = "
"American Madness","Q2195957","studio = [[Columbia Pictures]] "
"Las aeroguapas","Q5970863","studio = |imdb = 0050102 "
"Babes in Toyland (película de 1997)","Q11118441","studio = MGM Animation "
"Maya Memsaab","Q1700308","studio = }} '''''Maya Memsaab''''' ({{lang-hi"
"Neo Ranga","Q1816132","studio = [[Pierrot (estudio)"
"Mandabi","Q2014254","studio = |presupuesto = "
"Anticlímax (película)","Q10856478","studio = Churubusco Azteca "
"Alambrista!","Q3283813","studio = [[Filmhaus]] "
"Aquella mujer","Q2405025","studio = }} '''''Aquella mujer''''' (en inglés, ''That Certain Woman'') es una película [[Drama (cine y televisión)"
"Maria Larssons eviga ögonblick","Q1218226","studio = Matila Röhr Productions<br />[[Taska Film]]<br />Anagram<br />[[Film i Väst]] "
"Takumi-kun Series 2: Niji Irō no Garasu","Q17479247","studio = |imdb = 1422709 "
"Wanderers (película)","Q23797173","studio = | distributor = "
"A Wind Named Amnesia (película)","Q115691312","studio = [[Madhouse (animación)"
"The Screwdriver","Q7762711","studio = Walter Lantz Productions "
"First Orbit","Q2587051","studio = The Attic Room "
"Escapee (película)","Q3057855","studio = Tall Tales Entertainment<br />Nantucket Productions<br />Hollywood Media Bridge<br />Films In Motion<br />Escapee Productions "
"City of Hope (película)","Q2974593","studio = }} '''City of Hope''' es una [[película dramática]] americana de 1991 escrita y dirigida por [[John Sayles]]. La película cuenta con [[Vincent Spano]], [[Stephen Mendillo]] y [[Chris Cooper]]. == Reparto == {{Columnas}} * [[Vincent Spano]] es Nick Rinaldi. * Stephen Mendillo es Yoyo. * [[Chris Cooper (actor)"
"Knocking on Heaven's Door (película)","Q17093094","studio = Achievas Entertainment "
"Prophetess","Q106726658","studio = Anthill Productions<br>FilmOne "
"Tatu (película)","Q99894779","studio = | distribución = FilmOne production "
"Mimi (película)","Q107599605","studio = 007 Global<br>AUL Media Studios<br>SBG Film Production "
"Griff the Invisible","Q5608758","studio = Green Park Pictures "
"Flacas vacas","Q16493200","studio = | presupuesto = "
"Rincón de Darwin (película)","Q18709374","studio = |presupuesto = "
"Splatter University","Q7578430","studio = Aquafilm "
"Camp Blood","Q5027014","studio = SNJ Productions "
"Tus padres volverán","Q20725563","studio = |presupuesto = "
"Ballada o bombere","Q4076710","studio = |imdb = 2007471 "
"The Constant Husband","Q7727419","studio = Individual Pictures Ltd "
"Cosmic Scrat-tastrophe","Q21468502","studio = [[21st Century Fox]] "
"Turn the River","Q2461243","studio = | presupuesto = "
"A la salida nos vemos","Q4660933","studio = Focine <br /> Producciones Solsticio <br /> Hangar Films <br /> Compañía de Fomento }} ''''' A la salida nos vemos ''''' es una película [[Cine dramático"
"Dolores (película)","Q30907361","studio = | presupuesto = "
"New Trial","Q28317712","studio = Idioplan "
"Banjo, el gato vagabundo","Q806586","studio = Don Bluth Productions "
"Sin vía de escape","Q7538565","studio = |sincat = }} '''''Sin vía de escape''''' (título original: ''Slam Dance'') es una película de crimen de 1987 dirigida por [[Wayne Wang]] y protagonizada [[Tom Hulce]], [[Mary Elizabeth Mastrantonio]] y [[Virginia Madsen]]. == Argumento == En las ciudad de [[Los Ángeles]], un dibujante, C.C. Droob se ve envuelto en un asunto turbio cuando una chica joven con la que se acostaba es asesinada. Al parecer, la joven estaba envuelta en un escándalo sexual y alguien la quiso por ello borrar del mapa. Droob decide entonces usar toda su creatividad artística para llegar al fondo del asunto. La [[coacción]], la mentira y la corrupción se convierten en los puntos de un triángulo cuyo centro será muy difícil de encontrar.<ref>[https://www.sensacine.com/peliculas/pelicula-51406/ SIN VÍA DE ESCAPE] ''Sensacine''. Consultado el 7 de agosto de 2023.</ref> == Reparto == {"
"Takumi-kun Series 3: Bibō no Detail","Q17479249","studio = |imdb = 1590959 "
"Hana no Asuka-gumi!","Q17227021","studio = [[Toei Animation]] "
"Rápteme usted","Q96474833","studio = [[Estudios Roptence"
"The Barber of Seville (corto de 1944)","Q3285542","studio = Walter Lantz Productions "
"Buen policía, mal policía","Q1537478","studio = |sincat = }} '''''Buen policía, mal policía''''' (título original: ''Raw Justice'') es una película de acción estadounidense de 1994 dirigida por David A. Prior y protagonizada por David A. Prior y protagonizada por [[David Keith]], [[Robert Hays]] y [[Pamela Anderson]]. == Argumento == Mace es un agente de policía que trabaja como cazarecompensas. Ahora él va a tener que esclarecer el mayor caso de su carrera. Cuando la hija de un alcalde es asesinada, este lo contrata para hallar al asesino. Las sospechas caen al principio sobre Mitch, el chico con el que salía la fallecida durante la noche en la que murió. Correspondientemente Mace sigue a su objetivo, pero cuando está a punto de atraparlo este casi muere en una explosión. El agente se da entonces cuenta de que Mitch no es el verdadero asesino, pues quien quiera que matara a la chica está intentando acabar con él también. Los dos tienen entonces que superar numerosos obstáculos y después de estar a punto de morir, Sarah, una prostituta que ha presenciado el ataque, se une a ellos por temor a su vida. Los tres intentan seguir después de ello con vida juntos y descubren una conspiración en la que está involucrado el alcalde y un agente de policía corrupto a quien Mace conoce bien.<ref>[https://www.sensacine.com/peliculas/pelicula-110218/ BUEN POLICÍA, MAL POLICÍA] ''Sensacine''. Consultao el 27 de septiembre de 2023.</ref> == Reparto == {"
"Stam","Q104865444","studio = Uracu "
"Yoyo (película)","Q1168033","studio = }} '''''Yoyo''''', también conocida como '''''Yo-yo''''' y '''''Yo Yo''''', es una película de [[Comedia cinematográfica"
"Yesterday (película de 2004)","Q1679545","studio = |presupuesto = "
"Neil Young Journeys","Q12126477","studio = Shakey Pictures<br />Clínica Estético "
"Hoshiar","Q19822659","studio = Evernew Studio Lahore Pvt Ltd: "
"Circus (película de 2000)","Q1092928","studio = | presupuesto = "
"Kiss (película de 1963)","Q1743744","studio = Andy Warhol Films "
"Shadows of Paris","Q7460821","studio = [[Paramount Pictures]] "
"Marc Abaya","Q9028485","studio = | proyectos representativos = "
"El miércoles","Q2151097","studio = UTV Motion Pictures "
"Suburban Mayhem","Q2579375","studio = Australian Film Finance Corporation (AFFC) / Doll Australia / New South Wales Film & Television Office "
"Pinochet's Last Stand","Q7196394","studio = [[BBC Films]] "
"Life Risking Romance","Q22973774","studio = BA Entertainment<br> Novus Mediacorp "
"The Visit (película)","Q22682162","studio = Koga Studios "
"Poppie Nongena","Q86753143","studio = Helena Spring Films "
"Bad Reputation (película)","Q164190","studio = Maverick Platinum "
"5150 Elm's Way","Q242079","studio = Melrose Studios<br>Cirrus Communications "
"Dunia (película)","Q2835907","studio = | presupuesto = "
"Junnosuke Taguchi","Q1075443","studio = | proyectos representativos = "
"Dos basuras","Q5299214","studio = |imdb = 0144177 "
"Justicia ciega (película)","Q4926570","studio = |sincat = }} '''''Justicia ciega''''' (título original: ''Blind Justice'') es un telefilme de 1986 dirigido por [[Rod Holcomb]] y protagonizada por [[Tim Matheson]], [[Mimi Kucyik]] y [[Lisa Eichhorn]]. La película de televisión está basada en hechos reales.<ref>[https://www.abc.es/play/pelicula/justicia-ciega-12302/ Justicia ciega] ''ABC''. Consultado el 3 de marzo de 2023.</ref> == Argumento == Jim Anderson es un fotógrafo felizmente casado. Está preparando su primera exposición cuando es arrestado por un policía por orinar en un parque. En comisaría, una mujer le identifica como el hombre que la asaltó y violó. También le acusan de robo a mano armada. Es así como empieza para él una verdadera pesadilla. Aunque él clama que es inocente, el sistema policial y legal está convencido de que tienen al responsable de esos crímenes. Sólo su abogada parece estar convencida de que se está cometiendo una injustica con él. == Reparto == {"
"Takumi-kun Series 4: Pure","Q17479251","studio = |imdb = 1788450 "
"La Soufrière (película)","Q2897051","studio = [[Werner Herzog Filmproduktion]] "
"La venganza de un actor","Q3005449","studio = }} {{Nihongo"
"Shandar - La ciudad encogida","Q81343800","studio = |sincat = }} '''Shandar - La ciudad encogida''', conocida también como The shrunken city, es una película de [[aventuras]] y [[ciencia-ficción]] de [[Rumania]] estrenada en 1998 y dirigida por Ted Nicolaou. Estuvo protagonizada por Agnes Bruckner, Michael Malota y Jules Mandel. ==Sinopsis== Unos niños encuentran una esfera extraña y la llevan a su casa. La observan con linternas tratando de mirar adentro. Cuando el niño intenta usar un destornillador en ella, ambos son absorbidos por la esfera y encuentran a un hombre que les dice que necesita su ayuda, que una pieza de la esfera se ha extraviado y que si no la consiguen pronto, la ciudad reducida en la esfera se expandirá a su tamaño normal, destrozando todo en su camino. Ellos no le creen, pero él les muestra dónde están las linternas de ellos afuera de la esfera. Además, les dice también que deben tener cuidado, porque hay unos alienígenas malvados buscando la esfera para destruirla, pero que no se pueden distinguir de los humanos sin unas gafas especiales, de las cuales les da una a cada uno. Ellos comienzan a buscar la pieza por todas partes, pero los alienígenas los persiguen. Luego descubren que está en un camión de la basura y lo siguen hasta el basurero y, como en todas las películas de aventuras, logran colocarla en el último instante ==Actores== * '''[[Agnes Bruckner]]''' * '''Michael Malota''' * '''Jules Mandel''' * '''[[Steve Valentine]]''' * '''Ray Laska''' * '''Dorina Lazar''' * '''Christopher Landry''' * '''Lula Malota''' * '''Andreea Marcelaru''' * '''Ion Haiduc''' * '''Mihai Baranga''' * '''Silviu Biris''' * '''Florin Kevorkian''' * '''Lucian Pavel''' * '''Mihail Niculescu''' * '''Petre Moraru * '''Serban Celea''' * '''Mihai Cibu''' * '''Lelia Ciobutaru''' * '''Aristita Diamandi''' * '''Julius Liptac''' * '''Clara Voda''' * '''Dan Astileanu''' * '''Mihai Bisericanu''' * '''Cristian Sofron''' * '''Sorin Cocis''' * '''Constantin Florescu''' * '''Serban Pablu''' * '''Florin Chiriac''' * '''Crenguta Hariton''' ==Enlaces externos== #{{IMDb título"
"Nadie (2017)","Q26822771","studio = Producciones Pirámide }} '''Nadie''' es una película independiente cubana de género documental estrenada en 2017 y dirigida por [[Miguel Coyula]]. La cinta obtuvo el premio a Mejor Documental durante su estreno en el festival de Cine Global Dominicano, e inmediatamente después sufrió una redada policial en la Habana cuando se intentó su proyección en una galerìa privada. Más adelante la película se proyectó en un ciclo de cine Cubano Censurado en el Museo de Arte Moderno de Nueva York. {{cite web "
"The Dizzy Acrobat","Q1665569","studio = Walter Lantz Productions "
"Whoopee! (película)","Q2567265","studio = [[Samuel Goldwyn Productions]] "
"Dōngfāng hóng","Q1241340","studio = Estudio de Cine Primero de Agosto<ref name=""IMDB""/> "
"Un loco matrimonio en cuarentena","Q109255005","studio = | recaudación = "
"The Blue Iguana","Q7718780","studio = |sincat = }} '''''The Blue Iguana''''' ('''''Blue Iguana''''' en España y '''''Hotel Iguana Azul''''' en Hispanoamérica) es una película de comedia de acción de 1988 dirigida por [[John Lafia]] y protagonizada por [[Dylan McDermott]], [[Jessica Harper]] y [[James Russo]]. == Argumento == Dos escrupulosos y algo psicopáticos inspectores de haciendo americanos chantajean a Vince Holloway, un moderno cazarrecompensas, para que viaje al pequeño país centroamericano de Diablo e impida una transferencia ilegal de 20 millones de dólares de un paraíso fiscal a los [[Estados Unidos]]. A su llegada al lugar, Vince descubre dos cosas: en diablo la vida no vale ni un centavo y la cosa mejor guardada del país es el banco que se supone que debe despanzurrar. Por suerte para él, Dakota, la fascinante dueña de un local llamado The Blue Iguana, parece dispuesta a echarle una mano.<ref name=ABC>[https://www.abc.es/play/pelicula/blue-iguana-16440/ Blue Iguana] ''ABC''. Consultado el 27 de septiembre de 2023.</ref> == Reparto == {"
"Samurai gun","Q825564","studio = Studio Egg "
"Itsuka no Kimi e","Q11259643","studio = |imdb = "
"Living in Bondage: Breaking Free","Q76784638","studio = Play Network Studios <br> Natives Filmworks <br> Michelangelo Productions "
"Love Castle","Q108896872","studio = Hope Studio/BFO Media "
"Bakumatsu Gijinden Roman","Q3729044","studio = [[TMS Entertainment]] "
"The Fluffy Movie","Q18150000","studio = Gulfstream Pictures "
"Fiston","Q15975155","studio = uFilm <br> Monkey Pack Films "
"Yeh Adam","Q20165543","studio = A - M, Studio Lahore Pvt Ltd: "
"Lost in the Pacific","Q20856965","studio = [[Pinewood Studios]] "
"The Trail of Hate","Q3010775","studio = Universal "
"23 días de miedo","Q2295875","studio = |sincat = }} '''''23 días de miedo''''' (título original: D.C. Sniper: ''23 Days of Fear''), también llamado alternativamente '''''23 días de pánico''''', es un telefilme de suspenso de 2003 dirigida por [[Tom McLoughlin]] y protagonizada por [[Charles S. Dutton]], [[Jay O. Sanders]] y [[Bobby Hosea]]. Está basado en hechos reales en los que [[John Allen Muhammad]] y Lee Boyd Malvo sembraron el terror en Estados Unidos, tiroteando indiscriminadamente a ciudadanos.<ref>[https://www.abc.es/play/pelicula/23-dias-de-miedo-21608/ 23 días de miedo] ''ABC''. Consultado el 15 de abril de 2023.</ref> == Argumento == Son los Estados Unidos en 2002. Un día, en menos de 24 horas, mueren abatidas por un [[francotirador]] seis personas en el [[condado de Maryland]]. Desde entonces el asesino continua matando de esa manera, mientras que no se encuentran pistas de él. Por ello el pánico se apodera de la población. Mientras tanto la policía, bajo el mando de Charles Moose, en colaboración con el [[FBI]], persigue al asesino no teniendo pistas, mientras que continua matando. Finalmente consiguen descubrir que los asesinatos fueron cometidos por dos asesinos, un padre y su hijo. Al final, tras 23 días, Moose consigue atraparlos. == Reparto == {"
"Alienator","Q3611772","studio = |sincat = }} '''''Alienator''''' es una película estadounidense de 1990 dirigida por [[Fred Olen Ray]] y protagonizada por [[Jan-Michael Vincent]], [[John Phillip Law]], [[Ross Hagen]]. == Argumento == En los límites del universo hay una prisión espacial, en la que todo está preparado para ejecutar al asesino más desalmado de la [[galaxia]]. Es autor de innumerables muertes, incluidos varios miembros de la familia del Comandante, el responsable del centro penitenciario. Sin embargo Kol consigue escapar a bordo de una pequeña nave aprovechandose de un despiste. El Comandante, furioso, decide poner sobre su pista a Alienator, una unidad androide indestructible y sin reglas que es un cazador implacable. El rastro le conduce a la [[Tierra]].<ref>[https://www.abc.es/play/pelicula/alienator-22578/ Alienator] ''ABC''. Consultado el 15 de agosto de 2023.</ref> == Reparto == {"
"The Soul Herder","Q3400499","studio = Universal "
"A Special Kind of Hero","Q4659741","studio = |género = "
"Casbah (película)","Q2940830","studio = Marston Productions<ref>{{cite news"
"El regreso de Sabina","Q13497108","studio = | imdb = 0081407 "
"Tonio Kröger","Q7821502","studio = Filmaufbau "
"The Mad Monk","Q3275152","studio = |imdb = 0106538 }} '''''The Mad Monk''''' ({{zh"
"The Therapist","Q106597806","studio = Hedge Productions "
"Namaste Wahala","Q105582487","studio = Forever 7 Entertainment "
"Relentless (película)","Q18209531","studio = Clam Films "
"Los niños que sabían demasiado","Q109520146","studio = | sincat = "
"Dead Cities, Red Seas & Lost Ghosts","Q3504463","studio = M83 Studio "
"Eliza Pineda","Q5362181","studio = | proyectos representativos = "
"Expreso nocturno","Q17566645","studio = [[K2000 Estudios]] "
"Spectres (película)","Q7575235","studio = Shadowland "
"Blackout (película de 1950)","Q16842937","studio = [[Tempean Films]] "
"La sin ventura","Q23758645","studio = FILMEX "
"Space (película)","Q17062221","studio = Andy Warhol Films "
"Kral Şakir: Oyun Zamanı","Q52241047","studio = [[Grafi2000]] "
"About a Wife, a Dream and Another...","Q15957421","studio = 21kin "
"Savior of The Earth","Q43303084","studio = Hapdong Donghwa (animación) "
"The Black Diamond (película de 1922)","Q20802174","studio = Films André Hugon "
"Malva (película)","Q3844024","studio = [[Dovzhenko Film Studios]] "
"Madō King Granzort","Q717382","studio = [[Sunrise]] "
"Trouble Chocolate","Q2550567","studio = [[Anime International Company"
"Soledad (película de 1928)","Q939497","studio = }} '''''Soledad''''' (título original: ''Lonesome'') es una [[película estadounidense]] parcialmente [[Cine sonoro"
"Bad Company (canción)","Q4840243","studio = [[Headley Grange]], [[East Hampshire]], Inglaterra "
"Sugar Rush (película)","Q85321774","studio = GreOH Media <br> [[Empire Mates Entertainment]] <br> Jungle FilmWorks "
"Kwaku Ananse","Q18151497","studio = Obibini Pictures LLC "
"The Lullaby","Q108940218","studio = Cut & Paste Generation <br> Kwazi Mojo Media <br> Phoenix Films "
"Cho Kosoku Galvion","Q3730073","studio = Artmic <br />Kokusai Eiga-sha "
"Jingles the Clown","Q15040656","studio = T & T Productions <br /> Big Bite Entertainment <br /> Atomic Devil Entertainment "
"Out of the Dark (película de 1989)","Q7111734","studio = | distribución = Cinetel Films "
"The Early Bird","Q4389954","studio = Pinewood Studios "
"Le Roman d'un tricheur","Q3226620","studio = }} '''''Le Roman d'un tricheur''''' es una película francesa de [[Sacha Guitry]], producida y estrenada en 1936, siendo una adaptación de la novela de Guitry, ''[[Mémoires d'un tricheur]]''. == Sinopsis == Sentado en la terraza de un café, un hombre escribe sus memorias: cuenta cómo su destino quedó definitivamente sellado cuando, a los doce años, debido a que había robado dinero de la caja de la tienda familiar para comprar canicas, estaba privado de la cena. Esa misma noche, toda su familia murió envenenada mientras comía un plato de champiñones. Mueren sus padres, hermanos, tío y abuelos. El inescrupuloso primo de su madre se hace cargo de él y usa su herencia para su propio beneficio. Por lo tanto, al joven le parece que la deshonestidad paga. Se escapa y trabaja en varios trabajos, como portero y botones de hotel. En [[París]], se ve envuelto involuntariamente en un complot para asesinar al visitante zar [[Nicolás II de Rusia]] por su compañero de restaurante Serge Abramich. Sin embargo, una carta anónima (que el tramposo insinúa que él escribió) conduce al arresto de Abramich y los otros conspiradores. Como operador de ascensor en el [[Hôtel de Paris]] en [[Mónaco]], el tramposo llama la atención de la condesa mucho mayor, con quien tiene una breve aventura (por casualidad, se reencuentran en el presente en el café, aunque la ahora anciana condesa no reconoce a su examante, para su alivio). Luego, se ve envuelto en la [[Primera Guerra Mundial]], donde es herido casi de inmediato, pero es rescatado por Charbonnier, un compañero soldado que pierde su brazo derecho como resultado, y logra escapar de la guerra. Ya de civil, es recogido por una bella mujer en un restaurante. Después de pasar la noche juntos, confiesa que es una ladrona profesional. Ella lo alista para robarle un anillo a un joyero mediante un engaño. Aunque tienen éxito, él se escapa después y regresa a trabajar como [[crupier]]. Después de pasar por otras situaciones donde realiza trampa para obtener ganancias, engaña a Charbonnier en el [[bacará]] antes de reconocer a su benefactor. Afortunadamente, empatan, pero él está tan avergonzado que deja de hacer trampa. Acto seguido, su amigo lo contagia de su vicio, los juegos del azar, por lo cual el tramposo pierde todo su dinero malhabido. Volviendo al presente, la condesa finalmente reconoce a su antiguo amante y trata de reclutarlo para que la ayude a robar la casa al otro lado de la calle. El tramposo se niega, explicando primero que era su antiguo hogar y segundo que desde entonces se ha embarcado en el único trabajo honesto que utiliza sus habilidades, el de oficial de seguridad. == Reparto == {{lista de columnas"
"Twin Falls Idaho","Q3232815","studio = |imdb = 0162830 "
"Una donna per amica","Q16619382","studio = |imdb = 3560704 "
"Killjoy 2: Deliverance from Evil","Q4468554","studio = | distribución = [[Full Moon Features"
"Takumi-kun Series 5: Ano, Hareta Aozora","Q17479254","studio = |imdb = 1965134 "
"Un día bajo el sol","Q11967385","studio = }} '''''Un día bajo el sol''''' es una película [[noruega]] rodada en [[Galicia]], dirigida por [[Bent Hamer]] y estrenada en [[1998]]. == Argumento == En su primer viaje al extranjero, Almar llega a la costa gallega desembarcando en [[Vigo]].<ref>{{cita noticia "
"Broken (película de 2013)","Q16847146","studio = High Definition Film Studio "
"Becoming Cousteau","Q108470917","studio = }} '''''Becoming Cousteau''''' es una [[Documental"
"No Night is Too Long","Q7044643","studio = Studios Victoria Inc. "
"The Kate Logan Affair","Q3521456","studio = [[Galafilm (2010)"
"Camp Fear","Q2072709","studio = SNJ Productions "
"Bike Boy","Q4907335","studio = | distributor = Andy Warhol Films "
"Czarna perła","Q4921450","studio = Falanga "
"Uchūjin Tōkyō-ni Arawaru","Q7969831","studio = | presupuesto = "
"Nashville Sounds (documental)","Q12129027","studio = [[Sanctuary Records]] }} '''''Nashville Sounds''''' es un [[documental]] que narra la creación del vigésimo octavo álbum de estudio ''[[Stars and Stripes Vol. 1]]'' de la banda de pop rock estadounidense [[The Beach Boys]] de [[1996]]. El documental cuenta con entrevistas a los principales participantes del proyecto. == Véase también == * [[Anexo:Discografía de The Beach Boys"
"La última granja","Q3209137","studio = [[Zik zak filmworks]] "
"Fortuna Lake","Q60968686","studio = Kilombo<br />Sinfilm }} '''''Fortuna Lake''''' es una película colombiana de terror de 2017 dirigida por [[Felipe Martínez Amador]] y protagonizada por [[Estefanía Piñeres Duque"
"Tu salud","Q4105520","studio = Soyuzmultfilm "
"A Touch of Fever","Q4660219","studio = |imdb = 0107085 "
"Love Live! The School Idol Movie","Q21789616","studio = | presupuesto = "
"The Scarlet Shadow","Q63450164","studio = Universal Pictures "
"Kaitō Reinya","Q1062501","studio = [[Stingray]] "
"Peepli Live","Q3627503","studio = Aamir Khan Productions "
"Final Examination","Q1415931","studio = Epsilon Motion Pictures<br/>[[Franchise Pictures]]<br/>Hawaii Filmwerks<br/>Royal Oaks Entertainment Inc. "
"Salve, deporte, eres la paz","Q2690549","studio = [[Mosfilm]] Studios, Sovexportfilm "
"Nativity 3: Dude, Where's My Donkey?","Q18611419","studio = [[Mirrorball Films]] "
"Krabat – El aprendiz de brujo","Q909740","studio = }} Krabat – ''El Aprendiz de brujo'' ({{Lang-cs"
"Levi (película)","Q100604559","studio = Oracle Films <br> Okey Oku Films "
"Skjult (Hidden)","Q1757544","studio = Alligator Film <br /> Film Fund FUZZ "
"Los Sentimientos","Q3235423","studio = Hirsch<br>ARP Sélection<br>TF1 Films Production "
"Eagle Wings","Q106610349","studio = Papel Productions<br>Nigerian Airforce "
"Da Yie","Q102112966","studio = Caviar Films<br>RITCS<br>Rondini "
"Freeze Me","Q3087385","studio = |presupuesto = "
"Bijlmer Odyssee","Q5728522","studio = | distribución = Vrijzinnig Protestantse Radio Omroep (VPRO) (Países Bajos) "
"Laudya Cynthia Bella","Q7475943","studio = | proyectos representativos = "
"Garasu no Usagi","Q11296178","studio = [[Magic Bus (estudio)"
"For Lovers Only","Q2161286","studio = |filmaffinity = 581665 "
"Los años salvajes","Q19516232","studio = |imdb = 3022650 "
"Airlift","Q19320927","studio = {{lista simple"
"Highly Dangerous","Q5759531","studio = [[Two Cities Films]] "
"Dead Girl","Q18149140","studio = | presupuesto = "
"RPM (película)","Q3415296","studio = | presupuesto = "
"Enoshima Prism","Q17227835","studio = Geneon Universal Entertainment<br>Video Planning<br>Video Focus<br>Wako<br>[[TV Kanagawa"
"Riti, magie nere e segrete orge nel trecento","Q3937269","studio = G.R.P. Cinematografica{{sfn"
"I sette gladiatori","Q3235441","studio = Columbus "
"Nick Jennings","Q17661533","studio = |conocido=Animación, cómics "
".hack//Liminality","Q2698124","studio = [[Bee Train]] "
"The Princess and the Clown","Q21869896","studio = [[Gaumont-Franco Film-Aubert]] "
"Le Roi de Camargue","Q3226536","studio = Les Films André Hugon "
"Monumental: en busca del tesoro nacional de Estados Unidos","Q6906920","studio = Pyro Pictures "
"The Rage of Paris (película de 1921)","Q63413099","studio = [[Universal Pictures]] "
"Red Scorpion 2","Q4239718","studio = | sincat = }} '''''Red Scorpion 2''''' es una película de acción [[Canadá"
"Bomba humana","Q122851848","studio = |sincat = }} '''''Bomba humana''''' (título original: ''Human Bomb'') es un telefilme de suspenso de 1998 dirigida por Anthony Page y protagonizada por [[Patsy Kensit]] y [[Jürgen Prochnow]]. El telefilme está basado en una historia real que ocurrió en 1993, cuando un hombre, cargado con dinamita, tomó como rehenes a los niños y al profesor de un colegio, viéndose este último obligado a hacer de intermediario. En la versión ficticia este profesor fue sustituido por el de una maestra, que fue interpretada por Pantsy Kensit.<ref name=ABC>[https://www.abc.es/play/pelicula/bomba-humana-7715/ Bomba humana] ''ABC''. Consultado el 28 de septiembre de 2023.</ref> == Argumento == Un día la rutina de un colegio convencional queda brutalmente alterada para los niños de una clase y su profesora. Ocurre cuando un hombre los toma como rehenes teniendo también pegado al pecho todo un arsenal de [[Explosivo"
"Kuro No Kan-chan","Q5960990","studio = [[Bright Star]] "
"Bianca Bai","Q706429","studio = | proyectos representativos = "
"Bill Kong","Q8014107","studio = | proyectos representativos = "
"Birds Anonymous","Q865092","studio = |imdb = 0050194 "
"Coal Miner's Daughter (álbum)","Q5137747","studio = Bradley's Barn, [[Mount Juliet"
"Nneka the Pretty Serpent (película de 2020)","Q108123279","studio = Play Network Studios "
"Mirai Keisatsu Urashiman","Q1428041","studio = [[Tatsunoko Production]] "
"El prisionero de la reja de hierro","Q10354038","studio = | presupuesto = "
"The Velvet Underground and Nico: A Symphony of Sound","Q3281636","studio = | distributor = "
"Monte Cristo (película)","Q3861494","studio = [[Fox Film Corporation]] "
"Sukitomo","Q3976791","studio = |imdb = "
"Binbō Shimai Monogatari","Q1193039","studio = [[Toei Animation]] "
"Magda (película)","Q16574946","studio = Clara Kimball Young Film Corporation "
"Ladies' Night in a Turkish Bath","Q16252297","studio = Asher-Small-Rogers "
"Las nornas","Q5970634","studio = Fenix Imagine "
"Las sorpresas del divorcio","Q5409157","studio = [[Establecimientos Filmadores Argentinos]] "
"A Perfect Match","Q890724","studio = Studio l'Équipe "
"Coluboccoro","Q11302812","studio = KENJI STUDIO "
"Star Runner","Q7600872","studio = Flashstar }} '''''Star Runner''''' ([[idioma chino"
"Alive Inside: A Story of Music and Memory","Q16960995","studio = Projector Media "
"Camp Blood 2","Q5027017","studio = | distribución = Sterling Entertainment "
"The Long Dark Hall","Q7748184","studio = Cusick International Films Inc. "
"Taylor Mead's Ass","Q7690061","studio = | distributor = "
"Eliminator (¿verdad o atrevimiento?)","Q18156755","studio = Peerless Films <br> Twisted Illusions "
"La sanguisuga conduce la danza","Q3823999","studio = To. Ro. Cinematografica{{sfn"
"Cohen and Tate","Q1083253","studio = |sincat = }} '''''Cohen and Tate''''' (en español: ''Cohen y Tate'' y ''Secuestro Infernal'') es una película de suspenso de 1988 dirigida por [[Eric Red]] y protagonoizada por [[Roy Scheider]], [[Alec Baldwin]] y [[Harley Cross]]. También fue el debut de Eric Red como director.<ref>[https://www.abc.es/play/pelicula/cohen-y-tate-12490/ Cohen y Tate] ''ABC''. Consultado el 8 de marzo de 2023.</ref> == Argumento == Travis es un niño de 9 años que fue testigo de un asesinato del [[Delincuencia organizada"
"Kono Danshi, Uchū-jin to Tatakaemasu","Q17635000","studio = [[CoMix Wave Films]] "
"ABC da Greve","Q9555449","studio = | recaudación = "
"The Bird Who Came to Dinner","Q10381202","studio = Walter Lantz Productions "
"The Red Peacock","Q21869763","studio = [[PAGU]] "
"Love Is Better Than Ever","Q1219559","studio = Metro-Goldwyn-Mayer "
"Mi hermano Nikhil","Q3100928","studio = Four Front Films "
"Ìfé","Q98833967","studio = Equality Hub Production "
"The Herbert Macaulay Affair","Q109312581","studio = Rucksack Productionz "
"Kamouraska (película)","Q3192486","studio = France Cinéma Productions "
"Horse (película)","Q1490750","studio = Andy Warhol Films "
"Camp (película)","Q1029733","studio = Andy Warhol Films "
"The Secret of the Swamp","Q60197034","studio = [[Universal Pictures"
"Who's Cookin' Who?","Q7997015","studio = Walter Lantz Productions "
"The Delivery Boy","Q64768850","studio = Something Unusual Studios "
"Eyimofe","Q105123403","studio = GDN Studios, Kimiera, Ominira Studios "
"Mamba's Diamond","Q106638889","studio = Williams Uchemba Productions "
"Safe Harbor (película)","Q3220353","studio = }} '''''Safe Harbor''''' es una película para televisión de 2009, basada en una historia real protagonizada por [[Treat Williams]] y [[Nancy Travis]]. La película se mostró por primera vez en [[Hallmark Channel]] el 30 de mayo de 2009. == Argumento == La película está basada en los inicios de Safe Harbor Boys Home, un programa educativo residencial para adolescentes en riesgo en el río Saint Johns en [[Jacksonville (Florida)"
