"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Richard Kind","classification.ores.articletopic/Culture.Media.Media*|900|classification.ores.articletopic/Geography.Regions.Americas.North America|741|classification.ores.articletopic/Culture.Biography.Biography*|971|classification.ores.articletopic/Culture.Performing arts|861","Q449959","nm0454236","Richard Kind","match",NA,NA
"Leni Riefenstahl","classification.ores.articletopic/History and Society.History|706|classification.ores.articletopic/Culture.Biography.Biography*|956|classification.ores.articletopic/Culture.Biography.Women|898|classification.ores.articletopic/Geography.Regions.Europe.Europe*|796","Q55415","nm0726166","Leni Riefenstahl","match",NA,NA
"Richard Simmons","classification.ores.articletopic/Culture.Media.Music|771|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Culture.Media.Films|924|classification.ores.articletopic/Geography.Regions.Americas.North_America|890","Q498019","nm0799873","Richard Simmons","match",NA,NA
"Katy Wix","classification.ores.articletopic/Culture.Media.Media*|965|classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|704|classification.ores.articletopic/Culture.Media.Entertainment|725|classification.ores.articletopic/Culture.Media.Television|922|classification.ores.articletopic/Culture.Biography.Biography*|809","Q6378533","nm2360449","Katy Wix","match",NA,NA
"Gorden Kaye","classification.ores.articletopic/Culture.Biography.Biography*|959|classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|761","Q1012106","nm0443313","Gorden Kaye","match",NA,NA
"Martin Short","classification.ores.articletopic/Culture.Media.Television|540|classification.ores.articletopic/Culture.Media.Media*|970|classification.ores.articletopic/Culture.Biography.Biography*|896|classification.ores.articletopic/Geography.Regions.Americas.North America|879|classification.ores.articletopic/Culture.Media.Entertainment|738","Q329744","nm0001737","Martin Short","match",NA,NA
"Peter Firmin","classification.ores.articletopic/Culture.Biography.Biography*|948|classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|647","Q7173987","nm0278696","Peter Firmin","match",NA,NA
"Kyle Massey","classification.ores.articletopic/Culture.Media.Media*|909|classification.ores.articletopic/Culture.Biography.Biography*|644|classification.ores.articletopic/Culture.Media.Music|138|classification.ores.articletopic/Culture.Media.Television|539","Q441362","nm1081836","Kyle Massey","match",NA,NA
"John Cale","classification.ores.articletopic/Culture.Media.Media*|956|classification.ores.articletopic/Culture.Biography.Biography*|958|classification.ores.articletopic/Culture.Media.Music|995|recommendation.link/exists|1","Q45909","nm0129816","John Cale","match",NA,NA
"Syd Mead","classification.ores.articletopic/Culture.Biography.Biography*|975|classification.ores.articletopic/Culture.Sports|34","Q940474","nm0574927","Syd Mead","match",NA,NA
"Gérard Jugnot","classification.ores.articletopic/Culture.Biography.Biography*|858|classification.ores.articletopic/Geography.Regions.Europe.Western Europe|933|classification.ores.articletopic/Geography.Regions.Europe.Europe*|774","Q728158","nm0432040","Gérard Jugnot","match",NA,NA
"Andy Griffith","classification.ores.articletopic/Geography.Regions.Americas.North America|909|classification.ores.articletopic/Culture.Biography.Biography*|972|classification.ores.articletopic/Culture.Media.Media*|790","Q312252","nm0341431","Andy Griffith","match",NA,NA
"Michael Urie","classification.ores.articletopic/Culture.Biography.Biography*|939|classification.ores.articletopic/Culture.Media.Media*|844|classification.ores.articletopic/Geography.Regions.Americas.North America|649|classification.ores.articletopic/Culture.Media.Music|135","Q356331","nm1235530","Michael Urie","match",NA,NA
"Rhys Ifans","classification.ores.articletopic/Culture.Media.Media*|743|classification.ores.articletopic/Culture.Biography.Biography*|549|classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|686","Q215017","nm040697",NA,NA,NA,NA
"Rhys Parry Jones","classification.ores.articletopic/Culture.Media.Media*|751|classification.ores.articletopic/Culture.Biography.Biography*|724|classification.ores.articletopic/Geography.Regions.Europe.Europe*|659|classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|850","Q7321828","nm0429094","Rhys Parry Jones","match",NA,NA
"Anthony Asquith","classification.ores.articletopic/Culture.Biography.Biography*|846|classification.ores.articletopic/Culture.Media.Films|558|recommendation.image/exists|1","Q360844","nm0002190","Anthony Asquith","match",NA,NA
"Matthew Rhys","classification.ores.articletopic/Culture.Media.Television|641|classification.ores.articletopic/Culture.Media.Media*|800|classification.ores.articletopic/Culture.Biography.Biography*|604|recommendation.link/exists|1","Q342784","nm0722629","Matthew Rhys","match",NA,NA
"Otto Preminger","classification.ores.articletopic/Culture.Biography.Biography*|591|classification.ores.articletopic/Culture.Media.Media*|734","Q52997","nm0695937","Otto Preminger","match",NA,NA
"Ana Beatriz Barros","classification.ores.articletopic/Culture.Visual arts.Visual arts*|975|classification.ores.articletopic/Culture.Biography.Biography*|977|classification.ores.articletopic/Culture.Biography.Women|721|classification.ores.articletopic/Culture.Visual arts.Fashion|982","Q239784","nm1492093","Ana Beatriz Barros","match",NA,NA
"Alice Walker","classification.ores.articletopic/History and Society.Society|847|classification.ores.articletopic/Culture.Biography.Biography*|979|classification.ores.articletopic/Culture.Literature|909|classification.ores.articletopic/Culture.Biography.Women|959|classification.ores.articletopic/History and Society.History|346|classification.ores.articletopic/Geography.Regions.Americas.North America|537|recommendation.link/exists|1","Q215868","nm0907504","Alice Walker","match",NA,NA
"Kevin Sussman","classification.ores.articletopic/Geography.Regions.Americas.North America|699|classification.ores.articletopic/Culture.Media.Entertainment|422|classification.ores.articletopic/Culture.Biography.Biography*|932|classification.ores.articletopic/Culture.Media.Media*|969","Q983229","nm0839934","Kevin Sussman","match",NA,NA
