"wikibase_item","PersonID","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"Q5640462","nm13474086","Ibrahim Anoba","1993","\N",NA,"tt9690878"
"Q20090979","nm12849774","Kathiravan Annamalai","\N","\N","actor,music_department","tt14664116"
"Q683649","nm0895797","Bon Vibar","\N","\N","actor","tt3560658,tt0099474,tt0105213,tt7638414"
"Q6437165","nm0264389","Jason Fa'afoi","1972","\N","actor","tt0211177,tt4434532,tt0283134"
"Q106616879","nm12156172","Philip Doran","\N","\N",NA,"tt9780442,tt13033090,tt1855623"
"Q108562298","nm0633109","Nivedita","\N","\N","actress","tt0151090,tt2878808,tt3116824,tt2611504"
"Q2903237","nm0366058","Sean Harry","1970","\N","producer,director,actor","tt0118091,tt10574624,tt15792588,tt1909235"
"Q7683178","nm1526565","Surya Kumari","1925","2005","actress","tt0052475,tt3885740,tt0058853,tt0048756"
"Q838410","nm0172140","Ansel Collins","\N","\N","soundtrack,actor,music_department","tt4530422,tt0100114,tt3954660,tt0166175"
"Q4798786","nm0006349","Lora Hays","1910","2009","editor,editorial_department,actress","tt0056818,tt0022611,tt0050072,tt0194158"
"Q693288","nm0059035","Shelley Bartolini","\N","\N","art_department,camera_department,miscellaneous","tt0063462,tt0078504,tt0055614,tt0096378"
"Q6438809","nm7124870","Daniel Pearle","\N","\N","writer,producer","tt2788432,tt6884200,tt7949212,tt8354062"
"Q5006843","nm0006768","Rao C.S.R.","1924","2004","director,actor,writer","tt0261940,tt0261819,tt0262094,tt0206877"
"Q3484320","nm2505261","Jackie Spreckley","\N","\N","producer,miscellaneous","tt2123643,tt2343046,tt1091365,tt0266172"
"Q5321680","nm1201365","Trey Parker","1972","\N","actor,soundtrack,composer","tt0098826,tt0465142,tt0104990,tt0096542"
"Q6752332","nm0452401","Mike Kieffer","\N","\N","actor,music_department","tt17076046,tt0168453"
"Q4727120","nm0325092","Thor Gold","\N","\N","editorial_department,director,producer","tt1440328,tt0116839,tt1957957,tt0493240"
"Q6111606","nm0144037","Barbara Cassel","\N","\N","set_decorator,art_department","tt1703874,tt1217239,tt0997152,tt0830682"
"Q122436111","nm13763024","Mustafa Ragab Gomaa","\N","\N","actor","tt2757228,tt5888866,tt10749998,tt11187484"
"Q5044425","nm2141913","Andy Grant","\N","\N","visual_effects,art_department,costume_designer","tt0289056,tt0488536"
"Q6120098","nm5666872","John S. Yun","\N","\N",NA,"\N"
"Q25302542","nm1088936","Gyandev Agnihotri","\N","\N","writer,assistant_director,music_department","tt0079584,tt0246809,tt0083349,tt0080638"
"Q45818367","nm0142783","Lou Casal","\N","\N","actor","tt0109535,tt0134269,tt0106079,tt0253056"
"Q7421703","nm2092531","Polly Lee","\N","\N","actress,miscellaneous","tt8740320,tt10962368,tt2180411,tt2149175"
"Q11951791","nm0334399","Neil Grahn","\N","\N","director,producer,writer","tt11330578,tt21872610,tt21826778,tt9187244"
"Q2277801","nm0271057","John Feldman","1954","\N","director,writer,editor","tt0109566,tt0099017,tt6932282,tt0326408"
"Q576791","nm0244820","Jean Dutourd","1920","2011","writer,actor,miscellaneous","tt10227878,tt19381422,tt0121085,tt0270775"
"Q6875613","nm5247088","Sona Oganesyan","\N","\N","producer,actress","tt2369568,tt3691726,tt2992538"
"Q23007761","nm2268829","Rashid Khawaja","\N","\N","producer,actor","tt1891757,tt0801010,tt5333612,tt5189148"
"Q18631525","nm1433135","Sandy Sturges","1927","2006","miscellaneous","tt1577862,tt0364151,tt1577785"
"Q16846430","nm6398198","Warm Soda","\N","\N",NA,"tt0305056"
"Q12616031","nm5526228","Ji-yoon Jeong","\N","\N","actress","tt2308860,tt1588170"
"Q5213778","nm3558720","Daniel Kanter","\N","\N","miscellaneous,music_department,stunts","tt1047438,tt1352380,tt1702443,tt2341756"
"Q7964972","nm2353825","Johnpaul Golaski","1974","\N","sound_department,camera_department,miscellaneous","tt2005153,tt5218740,tt1715876,tt1362103"
"Q7707232","nm0429335","Texacala Jones","\N","\N","actress,soundtrack","tt0097228,tt0090770,tt0098234,tt0090766"
"Q107941679","nm2148880","Sajitha Anuththara","\N","\N","actor,music_department","tt27198279,tt26763062,tt9866682,tt14544908"
"Q1592719","nm1342845","Arthur White's Lindy Hoppers and Jitterbugs","\N","\N","actor","tt23988104,tt0135501,tt0030596,tt28834884"
"Q119740812","nm0322496","Bernard Glemser","1908","1990","writer","tt0056941,tt0045385"
"Q50411159","nm5213767","Adoor Govindankutty","\N","\N","actor,director,writer","tt8108222,tt2333760,tt5998246,tt0234433"
"Q8276684","nm2808170","Sze Tsang Sun-Ma","1917","\N","actor,music_department","tt12810422,tt3223150,tt0081191,tt1820454"
"Q16251610","nm2423448","Lisa Esselstein","1972","\N","miscellaneous,producer,editor","tt2048677,tt2048690,tt2048893,tt1218502"
"Q16157256","nm2656289","Francisco Javier Macias","\N","\N","editorial_department,editor,miscellaneous","tt0248647,tt0150117,tt1073116"
"Q12610256","nm3626853","Korean Kittens","\N","\N",NA,"tt0302171,tt0045373,tt0060178,tt0170980"
"Q16020926","nm9059356","Ogden Ridjanovic","1988","\N","actor,soundtrack","tt7007236,tt9747016,tt9872612"
"Q1017066","nm8482851","Chiaki Fujimoto","\N","\N","actress","tt4083422"
"Q8031309","nm11561940","Scott Thompson","\N","\N","director","tt1171227,tt12280960"
"Q4066322","nm3561158","Anna Schafer","\N","\N","actress,producer","tt0896872,tt1323973,tt8110988,tt5881892"
"Q77907","nm3882348","Moritz Friedrich","\N","\N","art_department,composer","tt1642665,tt2290449,tt11080676"
"Q30640132","nm3782047","Ravi Kapoor","\N","\N","director,actor,writer","tt1591615"
"Q7756997","nm0365791","Oliver Harrison","\N","\N","director,producer,writer","tt3181394,tt1430118,tt0843839,tt0257881"
"Q28047185","nm4559698","Royal Republic","\N","\N","soundtrack,music_department","tt11111186,tt1989967,tt2075847,tt0364183"
"Q64759716","nm0051851","Satya Banerjee","1925","\N","actor","tt0059417,tt0237036,tt0237385,tt0363905"
"Q5935717","nm1367171","Mark Huljich","\N","\N","producer","tt0364258,tt0399790,tt0758763,tt0388753"
"Q6566783","nm2498075","Allan Jones","\N","\N","producer","tt1129427,tt0880648,tt1175713,tt2271671"
"Q29073975","nm7989373","David Stanek","\N","\N","location_management","tt5365854,tt6727534"
"Q60904511","nm14423750","Sakura Endô","\N","\N","actress","tt25406010,tt27458571"
"Q7763401","nm0568525","Sean Myers","\N","\N","actor","tt0094511,tt0103511,tt0106154,tt0067795"
"Q63197622","nm7088526","Jared Breakenridge","\N","\N","director,cinematographer,producer","tt5539050,tt1353056,tt1588754"
"Q7730505","nm0440069","Harriet Karr","\N","\N","actress","tt0077038,tt0079877,tt0065663,tt0079080"
"Q5571359","nm0951816","Leonid Zagalsky","\N","\N","producer,writer","tt0820096,tt0956299,tt0780071,tt0159101"
"Q20684904","nm1996728","Firefall","\N","\N","soundtrack","tt0075519,tt2096672,tt0477051,tt9356952"
"Q43388387","nm0545777","Anton Marco","\N","\N","actor","tt0086637"
"Q7715501","nm0732276","A. Robins","1886","1950","actor","tt0042119,tt0159726"
"Q21198114","nm6684803","Alex Lykos","\N","\N","writer,director,actor","tt3818286,tt5871864,tt8175004,tt26231464"
"Q5865445","nm4474232","Luis Martínez Noval","\N","2013",NA,"tt0424702,tt0407419"
"Q7563368","nm0606856","Perry Morris","\N","\N","soundtrack,music_department,actor","tt0078335,tt3605418,tt0176097,tt1137450"
"Q5183186","nm1502657","Jason Conti","\N","\N","producer,location_management,production_manager","tt0128977,tt0199744,tt0163566,tt0126953"
"Q3792598","nm2692643","Maria Kurenko","1890","1980",NA,"tt1053282,tt1056215"
"Q18720149","nm7378001","Abhishek Ashu","\N","\N","composer","tt5482856,tt10533800,tt4751680,tt10233782"
"Q5547654","nm0600757","Maureen Mooney","\N","\N","actress","tt1495952,tt0065272,tt0044265,tt0096538"
"Q219061","nm3110735","Lloyd Klein","\N","\N","costume_department,costume_designer,writer","tt1842586,tt1729577,tt1353056,tt2529108"
"Q11983044","nm0513522","Nicola Lipman","\N","\N","actress,casting_department,casting_director","tt0418832,tt0265713,tt0242631,tt0132666"
"Q5506127","nm2159178","Fathollah Manoochehri","\N","\N","director,writer,producer","tt11378428,tt0498238,tt0845542,tt0845473"
"Q6778684","nm0171749","Matt Colleran","1961","\N","sound_department,miscellaneous,actor","tt0364343,tt0120004,tt0116225,tt0114194"
"Q7930264","nm0149719","Michael Chain","\N","\N","miscellaneous,actor,writer","tt6263876,tt0122347,tt0073722,tt0126171"
"Q7441084","nm7031353","Kaitlyn Hoppe","\N","\N","actress","tt3801442,tt5764294"
"Q12214096","nm11794650","Reem Al Baroudi","\N","\N","actor","tt12847192,tt12851414,tt12851454,tt15011976"
"Q7842084","nm1827313","Angel DeLeon","\N","\N","camera_department,producer","tt0087018,tt0444947,tt14411792"
"Q4322727","nm0247788","Andrew Eaton","\N","\N","actor","tt0266197,tt0202348,tt0206048"
"Q891810","nm8788050","George Dessart","1925","2012","cinematographer,producer","tt0986335,tt0348926"
"Q8041642","nm0342839","Michael Grodner","\N","\N","producer,miscellaneous,writer","tt10989928,tt2403823,tt5912700"
"Q8051543","nm1035517","Colin Heywood","\N","\N","actor","tt3585778,tt0053494,tt0092676,tt2216156"
"Q25172022","nm5573214","Julian Molinero","1984","\N","producer,director,composer","tt27192694,tt6868838,tt6869680,tt6866000"
"Q7369616","nm0138817","Laura Carney","\N","\N","actress","tt0106578,tt8196950,tt0120789,tt0236283"
"Q7816808","nm2368846","Thomas B. McGrath","1956","\N","miscellaneous","tt8011436"
"Q6676073","nm0409410","Prinya Intachai","1981","\N","actor,soundtrack,director","tt0808285,tt2698252,tt12192190,tt1578882"
"Q28402327","nm0691142","Katherine Pope","1972","\N","producer,miscellaneous,executive","tt2362002,tt1826940,tt10685842,tt10166622"
"Q2973186","nm3912583","Romane Simon","\N","\N","producer,director,writer","tt4884016,tt2651326,tt3426062,tt5840434"
"Q7941460","nm2000998","Jillian Iva Meador","\N","\N","actress,sound_department,soundtrack","tt1068680,tt0366282"
"Q104851059","nm4217633","Tiya Tejpal","\N","\N","production_designer,art_department,art_director","tt0454876,tt6571548,tt1772872,tt27989067"
"Q110106854","nm14977609","Qiaozhi Sun","\N","\N","music_department","tt28022382"
"Q1638983","nm2107093","Marko Nyberg","\N","\N","composer,music_department,soundtrack","tt1606657,tt0985025,tt1188995,tt4636252"
"Q5605242","nm3412082","Matty Brown","1984","\N","director,editor,writer","tt22804850,tt6736400,tt1414265,tt4122702"
"Q6335382","nm10746842","Ivan Albery Powell","\N","\N","producer,writer,music_department","tt10570522,tt10568396,tt10570612,tt10596884"
"Q6596446","nm5189592","Kareem McMichael","\N","\N","actor,producer,writer","tt6042742,tt8565408,tt5758528,tt9001454"
"Q21405593","nm2596455","Brian Rooney","\N","\N","actor","tt2392680,tt0094079,tt3560546,tt3726512"
"Q30716169","nm8031415","Rohan Malhotra","\N","\N","miscellaneous,executive","tt2016894,tt2574698,tt3495026,tt7430722"
"Q110095119","nm5959571","Noisette St. Jean Jr.","\N","\N","director,writer,producer","tt3202798"
"Q5045164","nm0062441","Tassilo Baur","\N","\N","special_effects,visual_effects,miscellaneous","tt0089941,tt0095444,tt0091223,tt0087800"
"Q72220700","nm8574394","Erin Macdonald","\N","\N","miscellaneous,actress,producer","tt27348571,tt5171438,tt12327578,tt8806524"
"Q111606572","nm13005104","Giorgio Triberio","\N","\N",NA,"tt11382554"
"Q7518279","nm0168342","Ross Cockle","\N","\N","music_department,sound_department","tt0221073,tt0373074,tt5797184,tt2380331"
"Q7520400","nm0750898","Jean-Marc Russ","1968","\N","actor","tt0115698,tt0240278,tt0481452,tt0115264"
"Q104870067","nm1809303","Gene Detroy","1909","1986","miscellaneous,producer","tt5656824,tt0195502,tt0054544,tt1818318"
"Q62673940","nm4596902","Lou Jurgens","\N","\N","actress,producer,director","tt1495708,tt1429449,tt8042500,tt14449470"
"Q7736714","nm0742006","Kenny Rosen","\N","\N","producer,miscellaneous,writer","tt2387249,tt7768166,tt0251497,tt0437005"
"Q7827567","nm2870739","Chris Roberts","\N","\N","writer,producer,miscellaneous","tt20918756,tt2234222,tt11090458,tt8593252"
"Q15637844","nm1638082","Andrea Harris","1972","\N","actress","tt0096555,tt0233084,tt0436992,tt1046947"
"Q6560434","nm2262149","Mark Edward Smith","\N","\N","music_department,actor,soundtrack","tt7053188,tt2249007,tt13668894,tt5635026"
"Q7713971","nm0861089","Rosie Thomson","\N","\N","actress","tt0157583,tt1855593,tt1795373,tt2081883"
"Q7728287","nm1263526","Laura Hale","\N","\N","actress","tt0054552,tt0058110"
"Q1683054","nm7565122","Zuzanna Glowacka","\N","\N","miscellaneous,actress,assistant_director","tt2380598,tt6445414,tt19723774"
"Q2133919","nm0512969","Ray Linn Jr.","1914","1994","actor","tt0046672,tt0044685,tt0046807,tt0048593"
"Q7088956","nm1549599","Olympia Hightower","\N","\N","actress","tt0252462"
"Q16253386","nm14900034","V. S Raghavan","\N","\N","director,producer","tt0325673,tt27908158,tt0251011,tt7478380"
"Q7242211","nm8070119","Tommy Floyd","\N","\N","actor","\N"
"Q6240604","nm0749376","Louis Rugani","\N","\N","actor,director,producer","tt1807055,tt0224296,tt2006889,tt0383829"
"Q625611","nm3208608","Chang-Hoon Lee","\N","\N","actor,producer","tt1328643,tt2248068,tt7659018,tt2075268"
"Q3101075","nm0064591","Ena Beaumont","1892","1986","actress","tt0183136,tt0217717,tt0009112,tt0177358"
"Q19668649","nm0970017","Sazacha Red Sky","\N","\N","composer","tt0251096"
"Q478561","nm4747772","De Amsterdam Klezmer Band en Bob Fosko","\N","\N",NA,"tt0391581"
"Q7766092","nm5693365","Ronnie Aldrich and The Squadronaires","\N","\N",NA,"tt1824418,tt2746406,tt0397302,tt2741838"
"Q7579722","nm1667734","Geoff Nathanson","\N","\N","actor,producer,sound_department","tt7375404,tt2788432,tt11828492,tt7772588"
"Q5564499","nm1087800","Zoe Margolis","\N","\N","miscellaneous,assistant_director,director","tt0373889,tt0372784,tt0325703,tt0302050"
"Q7094276","nm2069846","Baldwin Chiu","\N","\N","producer,actor,soundtrack","tt4673696,tt11827350,tt5130656,tt2101341"
"Q14755197","nm0396348","Mme. Houda","\N","\N",NA,"\N"
"Q5193594","nm2472001","Jonathan Butchard","\N","\N","visual_effects","tt0373051,tt1098327,tt0460780,tt0348150"
"Q78087999","nm13559608","Robert Amparan","\N","\N","casting_department,director,actor","tt21030012,tt4594834"
"Q122852539","nm4801587","DeWitt Fleming Jr.","\N","\N","actor","tt1292566,tt0979432,tt1320080,tt10192710"
"Q55633948","nm1339156","Justin Janowitz","\N","\N","cinematographer,producer,camera_department","tt9642938,tt16113748,tt15095938,tt8992402"
"Q4977893","nm1698679","Rupert Bruce Lockhart","1899","1993","actor","tt0422473,tt0430253"
"Q30122643","nm6573100","Gigi Wolfe","1994","\N","actress,producer","tt12503262,tt0461622,tt0479834,tt12511602"
"Q22949307","nm8864153","Bilal Zafar","\N","\N","actor","tt4374208,tt8623904,tt12082388"
"Q60737145","nm2381881","Christopher Gooley","1987","\N","miscellaneous,actor,producer","tt3581294,tt4153708,tt2656170,tt2857720"
"Q7332524","nm6288075","David W. Chien","\N","\N",NA,"\N"
"Q105550901","nm4177911","Tahir M. Fagge","\N","\N","actor","tt26456411,tt26453302,tt21846934,tt26443763"
"Q7304720","nm1406695","Ed Grenga","\N","\N","composer,soundtrack,actor","tt10210182,tt6215446,tt6764496,tt4118068"
"Q9333060","nm1456783","Sam Tyson","\N","\N","actor","tt0386080,tt6971736,tt0410461,tt0381250"
"Q7723274","nm1994214","Sons of Sylvia","\N","\N",NA,"tt0319931,tt1535097"
"Q8022675","nm6505185","Georgia Lee","1921","2010","actress","tt3740070"
"Q6596901","nm0336959","Sonia Gray","\N","\N","actress","tt0112230,tt0220906,tt13989030,tt1636539"
"Q7900538","nm0795690","Robert Shulevitz","\N","\N","producer,assistant_director,miscellaneous","tt1461242,tt10310010,tt6587396,tt4996654"
"Q30323330","nm1541936","We 3 Kings","\N","\N","music_department,composer,soundtrack","tt1859810,tt0387575,tt0364817,tt2023453"
"Q3547206","nm2010462","Elvira Manahan","1927","1986","actress","tt0279305,tt0474576,tt0278964,tt0353185"
"Q4772418","nm0043544","Tex Axile","1960","\N","actor","tt0099818"
"Q61685007","nm0488061","Kate Lardner","1943","\N","actress,sound_department","tt0074042,tt1429122,tt0093477,tt25403760"
"Q86261340","nm0398040","Richard Howell","\N","\N","actor,miscellaneous","tt0091108,tt0260443,tt0063616"
"Q101541312","nm0092032","J.C. Bohigues","\N","\N","actor","tt0164689"
"Q102079974","nm3031823","Ray Coppinger","\N","\N",NA,"tt0083452,tt1173907,tt1433058"
"Q116006922","nm3604717","Robert Youells","\N","\N","actor,miscellaneous","tt1450324,tt2301547,tt0072562"
"Q3493657","nm1326080","Melissa R. Kaplan","\N","\N","music_department,soundtrack","tt0120913,tt3616916,tt0411061,tt0199753"
"Q58827053","nm9846721","Tinkerbelle The Dog","\N","\N","actress","tt15298758,tt12802744,tt10355586"
"Q6197923","nm0438727","Ondine Karady","1969","\N","art_department,set_decorator,art_director","tt0343135,tt0180093,tt0112712,tt0307901"
"Q122418058","nm12551049","Alexandre Aussant","\N","\N","actor,writer","tt25378974,tt25433998"
"Q5252997","nm5352509","Del Sol String Quartet","\N","\N","music_department","tt1426329"
"Q927409","nm1035647","Josh Lazie","1968","\N","actor","tt11934218,tt0444984,tt0262183"
"Q7766551","nm3281809","Simon Timony","\N","\N","actor","tt1358495,tt2258273,tt1490552,tt1420152"
"Q19668831","nm5705940","Stephen Grey","\N","\N","miscellaneous","tt2954726"
"Q106945498","nm0069292","Carol Berman","\N","\N","art_department","tt0166195"
"Q100157926","nm1374453","Dzhamal Azhigirey","\N","\N","actor","tt0367182,tt1069264"
"Q7327983","nm2586950","Tim Aslin","1978","\N","actor,writer,producer","tt10388724,tt2702444,tt10388796,tt10369516"
"Q9301749","nm5774197","Nana Chiang","\N","\N","actress","tt3025012,tt2251020"
"Q6603259","nm1385574","Yutaka Izumihara","\N","\N","actor,miscellaneous,stunts","tt1809398,tt1219827,tt1430132,tt2058107"
"Q5517022","nm1215559","Jason Martin","\N","\N","art_department","tt0113749"
"Q4954152","nm2839787","The Kingpins","\N","\N",NA,"tt4731166,tt0274288,tt0268073"
"Q16966461","nm0508001","Claire Leyba","1912","2002","actress","tt0135420,tt0051362"
"Q65091460","nm5820013","Justin Delorme","\N","\N","composer,camera_department,music_department","tt14790460,tt29267236,tt15481464,tt13579436"
"Q25345301","nm8055205","Roselyn Medrano","\N","\N","actress","tt4465472,tt1963853,tt4429020,tt3547054"
"Q7460737","nm7221751","Ronnie Stixx","\N","\N","actor","tt3603104,tt4444732,tt4955762"
"Q5079900","nm1263800","Chris McCarron","1955","\N","actor,miscellaneous","tt0074042,tt8819550,tt0329575,tt0165001"
"Q61059067","nm1514186","Blue Foundation","\N","\N","soundtrack,composer","tt0424971,tt0425314,tt0430357,tt1099212"
"Q13115118","nm2575123","Sudhakar P. Nair","\N","\N","writer","tt0248934"
"Q12615737","nm3610136","Sung-il Jung","\N","\N","director,writer,editor","tt1500689,tt4975622"
"Q7419263","nm0763150","José Santa","1902","1968","actor","tt0021065"
"Q17016175","nm0379010","Catherine Heriza","1946","\N","soundtrack,actress","tt0067820"
"Q44490903","nm7564543","Ben Roper Curzon","\N","\N","actor","tt4803342"
"Q90017011","nm2312492","Keith W. Mielke","\N","\N","miscellaneous,producer","tt0190169,tt0063951,tt0163929,tt0085017"
"Q6096817","nm1496253","Emma Little Lawless","1978","\N","actress","tt2294189,tt0780217,tt2763790,tt4206804"
"Q16979689","nm0152911","Dan Chariton","\N","\N","actor,writer,miscellaneous","tt11564570,tt2055765,tt11271038,tt0114898"
"Q19881167","nm0721024","Mary Rexroth","1950","\N","actress,director","tt0135281,tt2055641"
"Q7135032","nm6850189","Jack Chapman","\N","\N","director,cinematographer,editor","tt11161666,tt8502730,tt9197672"
"Q15130263","nm5014890","Caesar Productions","\N","\N","composer","tt1821597"
"Q115202573","nm0487059","Rose Lansbury","\N","\N","camera_department","tt0080850"
"Q1677127","nm5296825","Jack Nasher-Awakemian","\N","\N","producer","tt2386353"
"Q10288687","nm7741253","Vítor Belanciano","\N","\N","writer","tt1736800,tt5213512"
"Q18712183","nm6317240","Miranda Dawn","\N","\N","music_department","tt5106480,tt7212736,tt5846856,tt6163070"
"Q111830261","nm4287247","Michael Start","\N","\N","miscellaneous","tt13405620,tt0970179"
"Q5335077","nm5027753","Christian Stevenson","\N","\N","actor,director,writer","tt1487118,tt8539300,tt8539366"
"Q117262886","nm13108608","Luca Marchi","\N","\N",NA,"tt15940712"
"Q119625103","nm13346679","Sebastian Davis","\N","\N","actor,cinematographer,producer","tt0329824,tt17512438,tt17886956,tt17004916"
"Q6109731","nm9928618","Roberto Farías","1969","\N","actor,director,writer","tt3328948,tt8274328,tt1863321,tt4375438"
"Q4744958","nm1151959","John E. Johnson","1957","2008","actor,casting_department","tt0290088"
"Q599296","nm7770257","Francis Santana","1929","2014","actor","tt9398268,tt5248546,tt6139234,tt6328888"
"Q108791632","nm2689653","Sebastian Mejia","\N","\N","actor","tt9854638,tt11873084,tt7987860,tt11434706"
"Q85785843","nm4926587","Bonita Leek","\N","\N","producer","tt10264562,tt2273421"
"Q6488568","nm2130645","Frédéric Planchon","\N","\N","director,assistant_director","tt6006166,tt18413548,tt1248896"
"Q7168614","nm4504820","Felicity Aldridge","\N","\N","miscellaneous,producer,executive","tt1517260,tt1915581,tt2565164,tt1441395"
"Q29470916","nm1498933","Jason Doll-Steinberg","\N","\N","writer,producer","tt0388583,tt2945484,tt3688612"
"Q958283","nm1381602","The Washboard Serenaders","\N","\N","actor,soundtrack","tt0228934,tt0122402,tt0172217,tt3706256"
"Q15911086","nm1397546","Ching Chung","1932","\N","actress,music_department,producer","tt0192859,tt2174858,tt13792930,tt0456484"
"Q7319321","nm0006449","Keith Solomon","1968","\N","camera_department,cinematographer,producer","tt0481369,tt1228705,tt0314353,tt0371746"
"Q16983532","nm5486914","Lizze Gordon","\N","\N","actress,producer,writer","tt14175912,tt5376166,tt6589940,tt6856592"
"Q57418831","nm0775190","Dan Schrecker","\N","\N","visual_effects,editorial_department,miscellaneous","tt0947798,tt0414993,tt5109784,tt1959490"
"Q896774","nm1448913","Quenell Jones","\N","\N","camera_department,cinematographer,producer","tt6133466,tt5052448,tt8155288,tt5657856"
"Q16202036","nm1220482","John Bell Clayton","\N","\N","writer","tt0050054,tt1694512,tt0145181"
"Q30501814","nm0301725","Nikolai Galitzine","1968","\N","editor,cinematographer,special_effects","tt13873302,tt0095956,tt13603966,tt0103919"
"Q106587996","nm12443990","Jayakrishnan","\N","\N","actor","tt0928187,tt12833254,tt0448408,tt1102313"
"Q75682609","nm4731902","Soniya Disanayaka","\N","\N","actress,producer,costume_designer","tt7901964,tt7897464,tt7886862,tt7899236"
"Q27921692","nm4736216","Chandana Majumdar","\N","\N","music_department,soundtrack","tt1621830,tt5489578,tt5466406,tt5569034"
"Q6927626","nm0634567","Leo Nomis","1889","1932","stunts,actor,miscellaneous","tt0023484,tt0022792,tt0020815,tt0006864"
"Q7181740","nm9711393","Satyros Phil Brucato","\N","\N","writer","tt5095614"
"Q6384448","nm2647257","Sue Cameron","\N","\N",NA,"tt0265006,tt1636331,tt0815149,tt7036182"
"Q16106540","nm0451437","Yadav Kharel","1943","\N","director,music_department,writer","tt8503108,tt0277967,tt0888008,tt8502994"
"Q25423701","nm8562064","Pantea Mehdinia","\N","\N","actress,director","tt28804115,tt5938508,tt6218740,tt10545476"
"Q6919194","nm0557163","Mounir Massari","\N","\N","actor","tt0172416,tt0167715"
"Q8853333","nm1143639","Mike Weekes","\N","\N","actor,camera_department,miscellaneous","tt0296185,tt1457765,tt7431790"
"Q6759643","nm0541375","Jane Manchee","\N","\N","set_decorator,art_department,production_designer","tt5340300,tt0167752,tt0106627,tt0113238"
"Q1575788","nm3177954","Jax Jackson","\N","\N","actor","tt1718807,tt8854136,tt1315214,tt1474826"
"Q16008175","nm1196067","The Foursome","\N","\N","actor,soundtrack","tt1499628,tt0326041,tt0033667,tt0027387"
"Q22003574","nm2886907","Anthony Wilkinson","\N","\N","miscellaneous,actor,assistant_director","tt3161744,tt0062595"
"Q3195038","nm0624025","Madlena Nedeva","\N","\N","actress","tt0079428,tt0078383,tt0084814,tt2310212"
"Q35496598","nm6199763","Manoj Sabharwal","\N","\N","writer,music_department,producer","tt27055809,tt3449788,tt3948208,tt2422932"
"Q2303926","nm1620482","Monique des Bouvrie","1962","\N","actress","tt4479692,tt3159540,tt1126698,tt0385459"
"Q3051096","nm0144373","Donna Casswell","\N","\N","miscellaneous","tt0211599"
"Q13014334","nm2860165","Aticha Pongsilpipat","1988","\N","actress","tt22479478,tt10287236,tt1152282,tt24516022"
"Q984548","nm1256626","Miklós Bretán","1887","1968","actor","tt0242870,tt0174592,tt0242496,tt0242710"
"Q20564196","nm5637059","Saicheer Wongwirot","\N","\N","actor","tt13540374,tt7143388,tt1602613,tt4568026"
"Q3778201","nm1633038","Davitt Michael","\N","\N","director,producer","tt0366641"
"Q7561851","nm9444725","Henry Sarmiento","\N","\N","sound_department","tt15267794,tt9288748"
"Q4989548","nm5692373","Petar Yankov","\N","\N","stunts,actor","tt5176716,tt2306299,tt11311302,tt2167202"
"Q105709135","nm4082601","Sonya Dunn","\N","\N","producer,writer,director","tt2339681,tt4997270,tt11924492,tt4458356"
"Q6105466","nm6492108","Malika Nzinga","\N","\N","actress,director","tt3322314,tt13585304,tt3322312,tt4687892"
"Q16135240","nm10777855","Kollam G.K. Pillai","1934","2016","actor","tt0155888,tt0281065,tt0277134,tt0318356"
"Q4940683","nm0109850","Bert Briskin","1922","2004","assistant_director","tt0040862,tt0039887,tt0041947"
"Q27860338","nm1594408","George Lyons","1889","1958","actor","tt1053251,tt0406880,tt0026527"
"Q12192091","nm0772096","Wilson Lahti Schlamme","1988","\N","director,producer,actor","tt1455069,tt1376181,tt1764213,tt1450682"
"Q97798865","nm5029677","Kalla Bremer","\N","\N","composer,music_department","tt0099961,tt0293625"
"Q6408493","nm0951599","Steve Zacharias","1947","\N","writer,miscellaneous,producer","tt0088000,tt0110982,tt0077066,tt0066626"
"Q7774304","nm1039533","Western Brothers","\N","\N","soundtrack,actor","tt0796171,tt0024412,tt0030518,tt0165535"
"Q6539842","nm8620943","Myles O'Reilly","\N","\N","director,cinematographer,editor","tt17641092,tt17771232,tt17736430,tt17349798"
"Q122146756","nm0100880","Lori Bowen","\N","\N","editor,producer,director","tt2421316,tt3149162,tt2007968"
"Q6451127","nm3183896","Chase Manhattan","\N","\N","actor","tt0814077"
"Q19877957","nm0558172","Trevin Matcek","\N","\N","visual_effects,editor,director","tt1483013,tt1386703,tt1631867,tt1270797"
"Q3218900","nm3295066","Laura Haïm","\N","\N","director,producer,writer","tt8079046,tt13177000,tt8081216,tt8078540"
"Q90094670","nm2478650","Katherine Davis","\N","\N","producer,writer","tt0123338"
"Q4723491","nm1176675","Slick Surratt","1922","2010",NA,"tt0108700"
"Q102783033","nm0224821","Maimouna Hélène Diarra","\N","\N","actress","tt0120266,tt0416991,tt0319625,tt0216625"
"Q7332075","nm2873229","Ricardo Gerhard","\N","\N","music_department,composer,soundtrack","tt10555544,tt4681884,tt19796864,tt11317530"
"Q5245093","nm0372299","Brian Healy","\N","\N","actor","tt2426288,tt0095253"
"Q16822395","nm4401423","Laurie Andrew","\N","\N","soundtrack","tt0139803"
"Q19880217","nm0140832","Helen Carroll","1915","2011","actress","tt24247694,tt0032730"
"Q19893111","nm1689858","Ofa Guttenbeil","\N","\N","director,writer,producer","tt0412240,tt12709072,tt8647376,tt0937750"
