"wikibase_item","PersonID","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"Q2009145","nm0299419","Forrest L. Futrell","1951","\N","assistant_director,production_manager","tt0098635,tt0945513,tt0120784,tt0098554"
"Q325718","nm0845775","King T","\N","\N","soundtrack,actor,composer","tt0100480,tt0209077,tt9620288"
"Q2135389","nm3097748","Sakevi Yokoyama","\N","\N","actor","tt0095999"
"Q111012905","nm2077580","Juan Sebastián Mogollón","\N","\N","actor","tt18974572,tt17640966,tt0485813,tt2787900"
"Q16269537","nm3100790","Carinne De Brabanter","\N","\N","animation_department","tt0187781"
"Q107343974","nm8082081","Héléna de Laurens","\N","\N","actress","tt7148314,tt8365738,tt5647278,tt14683902"
"Q3591203","nm0544989","Anne Marbeau","\N","\N","actress","tt0335664,tt0170986,tt0106491,tt0090623"
"Q3303739","nm0952982","Sid Zanforlin","\N","\N","director,writer,camera_department","tt14033602,tt0245674,tt2304491,tt5861630"
"Q3164925","nm1753388","René Chapotot","\N","\N","actor","tt0065986,tt0145666,tt0216687,tt0431332"
"Q1090963","nm0358655","Candy Hammond","\N","\N","actress","tt0235308,tt0219724,tt0235549,tt0235751"
"Q3625354","nm1628158","Brittany Huckabee","\N","\N","writer,editor,producer","tt6243048,tt1326820,tt12721026,tt6212410"
"Q3345860","nm10209316","Benjamin Mitrani","\N","\N","composer","tt13371858,tt21282836,tt9163364"
"Q99237205","nm0738846","Aldo Romano","\N","\N","composer,soundtrack,actor","tt0166178,tt0118978,tt0083157,tt0057427"
"Q2626164","nm0048907","Sarah Baker","\N","\N","actress","tt0155919,tt0209279,tt0113121,tt0184018"
"Q3047825","nm1102124","Albert Plantier","1933","\N","actor,writer,art_department","tt0276689,tt0064066,tt0340134,tt0043877"
"Q5105924","nm0092033","Christopher A. Bohjalian","\N","\N","writer","tt4076152,tt7569576,tt2191805,tt19891498"
"Q4704606","nm4909313","Alex Gerke","\N","\N","actor","tt1503192,tt0185130"
"Q62139916","nm0342742","Irina Grjebina","\N","\N","actress,miscellaneous","tt0110171,tt0083255,tt0079797,tt0076474"
"Q254793","nm2412854","Kia Östling","1943","2010","assistant_director","tt0081579,tt14333862"
"Q253952","nm0171080","Joe Coleman","1955","\N","actor,director,art_department","tt2073510,tt0180995,tt11872668,tt1828968"
"Q120391","nm0070299","Chaim Benayoun","\N","\N","actor","tt0114716"
"Q735080","nm4797232","Shep Fields and His Rippling Rhythm Orchestra","\N","\N","actor,soundtrack","tt0042089,tt0029912"
"Q3017422","nm2332641","Victoria Raiser","\N","\N","producer,director,writer","tt1662493,tt0389328,tt3466790,tt1528784"
"Q7154850","nm0245031","Jacqueline Duval","1932","\N","actress","tt0047408,tt0046634,tt0131192,tt0045072"
"Q6576386","nm0016086","Paolo Aiassa","\N","\N","actor","tt0038793"
"Q109045029","nm4145331","Milan Labouiss","\N","\N","actor","tt1337205"
"Q7414001","nm0303332","Arturo Galster","1972","\N","actor","tt5948682,tt0103192,tt0115285,tt0230953"
"Q3119266","nm0847738","Nana","1976","\N","actress","tt0159520,tt26471001,tt0195496,tt0195012"
"Q2776192","nm2577213","Patrícia Gabancho","1952","2017",NA,"tt1727411,tt1360849,tt8335708,tt0486245"
"Q6271796","nm9683980","Jon Wynne Tyson","\N","\N",NA,"tt0199184"
"Q3119105","nm11242970","Ashley Cohen","\N","\N","casting_department,actress,editorial_department","tt0360255,tt0279573,tt0358809,tt0309152"
"Q4083426","nm0069769","Vladimir Belyaev","1909","1990","writer","tt0047616,tt7016034,tt0313979,tt0174784"
"Q16364896","nm2238921","Karaman Kutateladze","\N","\N","actor","tt0286008"
"Q2430163","nm5495244","LaVonna Harris","\N","\N",NA,"\N"
"Q28952283","nm1023727","Bernadette Villard","\N","\N","costume_designer,costume_department","tt0468414,tt0898239,tt0481349,tt0115195"
"Q13026003","nm1505299","Akekaphan Bunluerit","\N","\N","actor","tt0290879,tt0817879,tt0495626,tt0390170"
"Q15504160","nm0780940","Don Sebastian","1911","1987","actor","tt0065859,tt0074634,tt0082924,tt0074845"
"Q4750601","nm3582194","Chris Frolic","\N","\N","actor","tt1493796"
"Q4720621","nm0302052","Geri Galian","1918","2001","actor,soundtrack","tt0054552,tt0043626,tt0043673,tt0040208"
"Q81878470","nm1132503","Markus Imthurn","\N","\N","cinematographer,producer,editor","tt0315143,tt0314593,tt0316087,tt0399038"
"Q30307870","nm5432796","Angel Garces-Antonio","\N","\N","producer","tt2823664,tt2590110,tt2245764"
"Q20816114","nm4062353","Kiripi Katembo Siku","\N","\N","director,cinematographer,assistant_director","tt1720074,tt14211082,tt1723120,tt8068954"
"Q15444526","nm0180385","Chris Cornibert","\N","\N","actor","tt0093058"
"Q8012508","nm0094564","Stacy Boniello","\N","\N",NA,"\N"
"Q72859580","nm4652496","Mustafa Abu Ali","\N","\N","director,writer","tt3377898,tt1988191"
"Q3434866","nm0187120","Robert W. Creamer","1922","2012","writer","tt0827983,tt0101388,tt0108700,tt0787424"
"Q95837742","nm0056796","Mikaël Barre","\N","\N","sound_department,editor,composer","tt0455957,tt2050492,tt14641466,tt0195119"
"Q7427277","nm0628589","Saul Newton","1906","1991","producer","tt20191098,tt0162157,tt0796612"
"Q3179708","nm0120457","Elinor Bunin","1920","2017","miscellaneous,art_department,visual_effects","tt0227895,tt0059909,tt0233023,tt0063462"
"Q3288842","nm0042162","Roberto Aurel","\N","\N","actor","tt0049115"
"Q117312548","nm12500181","Leslie Bunton","\N","\N","actress","tt0166036"
"Q4226351","nm5312257","Olesya Boslovyak","\N","\N","actress","tt3340648,tt3398314,tt3499464,tt2439928"
"Q5833275","nm1624533","Enrique Fernández","\N","\N","art_department","tt18381680,tt0315000,tt0836682"
"Q84731165","nm4465467","Valentine Vousden","1885","1951","actor","tt0192168"
"Q3335557","nm0012228","Rob Adler","\N","\N","actor,producer,director","tt2340298,tt2487090,tt0460654,tt1229945"
"Q6209978","nm2533204","Joe Garagiola Jr.","\N","\N",NA,"tt0476931,tt13840536"
"Q3792060","nm3792060","Toni Welicki","\N","\N",NA,"\N"
"Q70635806","nm2704117","Esther Muthee","\N","\N","actress","tt6632966,tt13368578"
"Q97173895","nm11640999","Tássia Minuzzo","1985","\N","soundtrack","\N"
"Q3966496","nm0755222","Alfred N. Sack","1898","1969","miscellaneous,producer","tt0038480,tt0030596,tt0029330,tt0135378"
"Q12896004","nm8933432","Chantal Guerrier","\N","\N","actress","tt0243765"
"Q122616083","nm14725737","Atara Oryah","\N","\N","actress","tt27443316,tt27436509,tt3188724"
"Q43303","nm0104797","Rick Brandon","\N","\N","editor,editorial_department","tt0077065,tt0077011,tt0083772,tt0075533"
"Q388605","nm0010779","Bone Adams","\N","\N","actor","tt0070537"
"Q118724931","nm3697348","Beber Yoko","1952","\N","actor","tt6638574,tt0143987,tt6557154,tt0813552"
"Q96816262","nm0817360","Jamie Spears","1952","\N",NA,"tt3400348,tt14857030,tt1306958,tt5763006"
"Q162689","nm1713508","David Feldman","\N","\N","actor","tt0408306,tt0780583,tt0240473"
"Q114925739","nm9437829","Itay Sontag","\N","\N","actor","tt9067840,tt7617770,tt6529568"
"Q95976836","nm7154029","Aharon Trietel","\N","\N","actor,cinematographer,script_department","tt15425580,tt8510206,tt12493014,tt4482858"
"Q653480","nm2198865","Roquel Payton","1960","\N",NA,"tt0837147,tt0320037,tt1355195"
"Q118350467","nm1869599","Rotem Dror","\N","\N","sound_department,composer,music_department","tt15364028,tt1677514,tt0834955,tt0352994"
"Q115912635","nm1477171","Dafna Engel","\N","\N","actress","tt0285963,tt0434724"
"Q27020172","nm2501346","Ma'yan Rogel","\N","\N","writer,director","tt3239954,tt0923605"
"Q873867","nm2090259","Lior Perel","\N","\N","actor","tt0408306,tt0846758"
"Q116819980","nm11779339","Inbal Levy-Rahav","\N","\N","actress","tt12803934"
"Q6285735","nm0919622","Mrs. Joseph Welch","\N","\N","actress","tt0052561"
"Q56419009","nm2739675","Ari Davidovich","\N","\N","producer,director,writer","tt1079383,tt1652390,tt10268436,tt5108550"
"Q325205","nm1121180","Kapil Sharma","\N","\N","director,assistant_director,writer","tt12448030,tt0838221,tt0460791,tt1166100"
"Q2900181","nm9152506","Describe","\N","\N","actor","tt7169750,tt12381448,tt10588946"
"Q8069852","nm2603409","Zev Chafets","\N","\N",NA,"tt0123338,tt1739296,tt0185065,tt8496264"
"Q113328","nm0804790","Finn Skovgaard","\N","\N","animation_department,art_department,miscellaneous","tt0108010,tt0110520,tt0101829,tt0396042"
"Q117353318","nm3761383","Omri Shenhar","\N","\N","writer,producer,director","tt2411130,tt10499694,tt10577736,tt10070452"
"Q712169","nm0920202","Eric Briant Wells","1965","2001","actor","tt0104714,tt0089218,tt0272425,tt0106950"
"Q96758274","nm10828542","Jarneia Richard-Noel","1994","\N","actress","tt0844203,tt20235592,tt14201386,tt23803136"
"Q110459225","nm8356951","Ofer Yerushalmi","\N","\N","actor","tt5959998,tt8466044,tt6946732"
"Q114978368","nm0708462","Ramola","1917","1988","actress,music_department","tt27720066,tt0278278,tt0268621,tt0214846"
"Q6935527","nm3639236","Walli Sahab","\N","\N","producer,music_department,director","tt1620529,tt1623708,tt0153549,tt0403088"
"Q111050582","nm0022099","Yitzhak Aloni","\N","\N","actor","tt0093248,tt0068244,tt0275392,tt0090927"
"Q15743956","nm1921142","Olafur Teitur Gudnason","\N","\N","composer","tt0460521,tt0449843,tt1029409"
"Q16429594","nm2020920","Valdis Arnardottir","\N","\N","miscellaneous","tt0475393"
"Q16425031","nm2333631","Sara Margrét Nordahl","\N","\N","actress","tt1141747,tt1370331,tt1517522,tt1534397"
"Q234314","nm11260407","Appu Arunraj Rs","\N","\N","director","tt11614580"
"Q243430","nm1035439","Piero Girotti","\N","\N","actor","tt0048464"
"Q164562","nm0709380","Carla Leone","\N","2017","miscellaneous","tt1706605,tt0379417,tt0054756,tt0054788"
"Q133405","nm5790737","Barbara Gibb","1920","2016",NA,"\N"
"Q25310","nm4112232","Kick Kennedy","1988","\N","actress","tt2321325,tt2076346,tt1870479,tt9075038"
"Q34584","nm2260278","Bob Newkirk","1936","2005","actor","tt9335756,tt6575844,tt0046600,tt0047758"
"Q378674","nm0289449","Annalisa Foà","1951","1995","actress,miscellaneous","tt0075742,tt0174138,tt0104918,tt0108406"
"Q317427","nm3875695","Astrella Celeste","1971","\N","composer","tt12973622,tt0420400,tt1705102"
"Q190373","nm0053481","Jayne Barbera","1941","\N","production_manager,animation_department,miscellaneous","tt17009206,tt0055683,tt0069641,tt0070016"
"Q258630","nm1111155","Bernard Lamarche-Vadel","1949","2000","actor,writer","tt0085180,tt2073912,tt7474618,tt0446972"
"Q729572","nm2947362","Heather Rasche","\N","\N","actress","tt1194173,tt1492030,tt1344641,tt0090525"
"Q917861","nm2172512","John Troy Donovan","\N","\N","actor,composer,soundtrack","tt0784991,tt1196946,tt0281015,tt0426738"
"Q3807879","nm2285178","Marco Fasolo","\N","\N","composer","tt0436782,tt0488720"
"Q19611346","nm8512804","Fatih Macit","\N","\N","actor","tt26083408"
"Q1053757","nm2440122","Mimmo Palermi","\N","\N","actor","tt1215868,tt0411735,tt0216347"
"Q7519089","nm1626649","Piers Vellacott","\N","\N","production_manager,producer,miscellaneous","tt6212478,tt21839230,tt0843290,tt1437351"
"Q862152","nm0603162","Ralph Moratz","1931","2016","actor,miscellaneous,stunts","tt0116629,tt0053604,tt0048545,tt0055031"
"Q365766","nm0208970","Philip van Lidth de Jeude","1952","\N","actor","tt0327262,tt0124272"
"Q96674976","nm4783678","Roniit Alkayam","\N","\N","music_department,actress,composer","tt22938808,tt3027188,tt23786078,tt8150666"
"Q3125894","nm0717377","Mrs. Hal Reid","1867","1939","actress","tt0008329,tt0213410"
"Q18412005","nm0224302","Gianni Di Segni","1919","1986","actor,stunts,production_manager","tt0061709,tt0068657,tt0067914,tt0055266"
"Q122830397","nm3569850","Enzo Curcurù","\N","\N","actor","tt2078626,tt2281345,tt1900959,tt0920489"
"Q750380","nm0225233","Billy DiCicco","\N","\N","editor,editorial_department,director","tt5455614,tt0118436,tt0175059"
"Q3615991","nm0287647","Paolo Fosso","1965","\N","actor,writer,miscellaneous","tt4105198,tt2848032,tt0112375,tt11898692"
"Q366703","nm0638530","Kirk Nyby","1944","\N","actor","tt0062539,tt0098083,tt0062577,tt0062587"
"Q6178010","nm9082214","Jonas Livingston","\N","\N","director","\N"
"Q20273391","nm0602525","Umberto Morale","\N","\N","actor","tt0230371,tt0289140,tt0215289,tt0096746"
"Q3898192","nm7561421","Maximo Reca","\N","\N","actor,producer,writer","tt8230386,tt6133418,tt4148030,tt1151030"
"Q428955","nm3490981","Lucius Carey","1995","\N","actor","tt1458663"
"Q3714849","nm1156581","Kyle Toucher","\N","\N","visual_effects","tt0379786,tt0338526,tt0407362,tt1502404"
"Q982263","nm1309584","Anne G. Cellucci","\N","\N","miscellaneous","tt0240772"
"Q87740090","nm8904133","Ni Gusti Ayu Putu Raka Suryaningsih","1939","2018","actress","tt7215548"
"Q2057708","nm1697774","George Killian","1924","2017",NA,"tt0281438"
"Q16575211","nm7656656","Reda Zine","\N","\N","director,writer,producer","tt5118362,tt6258794"
"Q10361394","nm0209970","Aida de Lupo","\N","\N","actress","tt0016710,tt0018921,tt0014207,tt0020047"
"Q3134188","nm10214327","Hermann zu Leiningen","1901","1971",NA,"tt9007114,tt9007116"
"Q11528970","nm5002328","Kôhei Matsushita","1987","\N","actor","tt27618890,tt5996990,tt15835776,tt2558242"
"Q838229","nm1586292","Gô Morita","1979","\N","actor,soundtrack","tt0292765,tt4949100,tt0405004,tt1697051"
"Q16264811","nm5652443","Ryûsei Ônishi","\N","\N","actor","tt13551766,tt20228246,tt21649884,tt19869122"
"Q22125744","nm12887991","Kyôhei Takahashi","\N","\N","actor","tt20413256,tt22648994,tt28712110,tt13551766"
"Q11569703","nm0441165","Takatarô Kataoka","\N","\N","actor","tt1711444,tt2103264,tt0092965,tt2530392"
"Q127330","nm0148963","Don Cerveris","1926","\N","writer","tt0056296,tt0059663"
"Q16264691","nm3258689","Shigeo Ôsako","\N","\N","actor","tt28297050,tt1352369,tt27953061,tt8869530"
"Q11482787","nm11792652","Keisho Taira","1987","\N","actor","tt0209521"
"Q7477705","nm4115078","Naoki Hongô","\N","\N","actor","tt0291143,tt1741534,tt9282732"
"Q3275158","nm3137719","Yûki Satô","1984","\N","actor","tt1353147,tt2028510,tt1808153,tt0875947"
"Q11638849","nm0464913","Yôsuke Kondô","\N","\N","actor","tt0058279,tt0066837,tt0164982,tt28541314"
"Q155422","nm0334734","Grand Duchess Maria","1899","1918",NA,"tt28350410"
"Q3201292","nm8600465","Koji Naka","\N","\N","actor","tt6268446"
"Q61693947","nm1039950","Preston Epps","1930","2019","soundtrack,actor","tt0108330,tt0091630,tt0090585,tt0092587"
"Q5356584","nm2456603","Uko Tachibana","1973","\N","actress","tt1037116,tt0988818,tt3451374,tt7307124"
"Q11495891","nm1076600","Ginji Gao","\N","\N","actor","tt0160923,tt5275730,tt0193229,tt0187455"
"Q11422861","nm5835105","Hirohisa Sonoda","\N","\N","actor","tt0175755,tt0080843,tt0184142"
"Q121354675","nm6969058","Ryô Matsuura","\N","\N","actress","tt3108158,tt17703204,tt3685756,tt10049610"
"Q21699978","nm9648398","Jungle Kyona","\N","\N","actress","tt8088738,tt9002358,tt8057470,tt11092482"
"Q9357213","nm1331382","Ryushin Tei","1973","\N","actor,miscellaneous","tt10795658,tt0997147,tt1413529,tt0346311"
"Q11399777","nm1845358","Ryô Kamon","\N","\N","actor","tt2074027,tt1205892,tt8716268,tt1353147"
"Q1058602","nm0869303","Stacey Toten","1963","\N","actress","tt0086355,tt0087648,tt0090685"
"Q985484","nm0074518","Anders Berggren","\N","\N","cinematographer,director,writer","tt2343129,tt0875946,tt2365853,tt2988932"
"Q487323","nm4613454","Duk-Koo Kim","\N","1982",NA,"tt3329796"
"Q116936254","nm5690562","Kôji Seki","1978","\N","actor","tt1818443,tt4444446,tt22187798,tt4262980"
"Q11483709","nm0170255","Sandra Colbeck","\N","\N",NA,"tt0244334"
"Q485678","nm6062385","Kim Joon","\N","\N","actor","tt0862748,tt5068740"
"Q17226001","nm9747606","Shoko Nakajima","\N","\N","actress","tt6111130,tt10784214,tt13009374,tt23842212"
"Q11463393","nm2667029","Ryôchi Ogasawara","\N","\N","actor","tt3547914,tt10304046,tt5043772,tt1043675"
"Q5115323","nm5853856","William Hanhardt","1929","2017","actor,miscellaneous","tt0090410"
"Q11466002","nm0945597","Junichiro Yamashita","\N","\N","actor","tt0211346,tt0059080,tt0186725,tt10219536"
"Q158813","nm2925870","John Mark Huckabee","1976","\N","actor,producer,writer","tt3512592,tt4818190,tt0216227,tt4792014"
"Q601286","nm1887172","Jessica Silvetti","\N","\N","writer,producer,director","tt27053630,tt9863788,tt4917526,tt3954050"
"Q262898","nm0245610","Rune Dybedahl","\N","\N","actor","tt0080314,tt0214770,tt0084255,tt0217977"
"Q22131242","nm2332625","Emiko Maekawa","\N","\N","actress","tt0086244,tt0203224,tt0109430,tt0078435"
"Q1393864","nm1994224","Whiskers","\N","\N","actress","tt0036277,tt0221167"
"Q97213477","nm12935009","Katsuki Suzuki","2013","\N","actor","tt22187898,tt22037646,tt15482370,tt17161628"
"Q16729001","nm0629055","Michel Nguyen","\N","\N","stunts,actor","tt14465706,tt8289480,tt1649418,tt5057054"
"Q30931151","nm1408728","Ward Sexton","\N","\N","actor,miscellaneous","tt10339630,tt0793496,tt0387076,tt0397042"
"Q48745681","nm0361696","Seishirô Hara","1904","\N","actor","tt3332968,tt0063835,tt0016460,tt0186606"
"Q2731177","nm11251150","The Great Gonzo","\N","\N",NA,"tt14845828,tt0103363,tt10162496"
"Q16734698","nm2353436","Vijayendra Prasad","1942","\N","writer,director","tt10152736,tt3863552,tt2631186,tt1447500"
"Q4023288","nm2807525","Yûichi Higurashi","\N","\N","writer,script_department","tt10040656,tt0131160,tt2132207,tt0159208"
"Q11432142","nm0644996","Toshio Ohi","\N","\N","director","tt0473577,tt0229861,tt1706128"
"Q11399456","nm0441390","Seiichi Katô","\N","\N","actor,miscellaneous","tt0039516,tt0041713,tt0027752,tt0023634"
"Q11588413","nm7031491","Yûki Kedôin","\N","\N","actor,director,writer","tt15475344,tt10477528,tt2788316,tt5715464"
"Q25711721","nm5817723","Suzuki","\N","\N","actor","tt3069954,tt5640576"
"Q77047111","nm7909720","Daisuke Kamijô","\N","\N","writer,director,editor","tt7624932,tt6721358,tt20870620,tt5838034"
"Q4081262","nm2439770","Sevanne Kassarjian","1969","\N","actress","tt0203259,tt0310242"
"Q18700851","nm0645152","Kyoji Ohno","\N","\N","composer","tt5642822,tt24240614,tt6033020"
"Q16177829","nm6206332","Gary Stretch Turner","\N","\N","actor","tt3452322"
"Q271867","nm0084051","Ex-Det. Sergt. Bishop","\N","\N","actor","tt0019702"
"Q7381788","nm6026696","Russ Solomon","1925","2018","executive","tt3272570,tt7548482"
"Q525362","nm1631335","Mary Perdue","\N","\N",NA,"tt0319931"
"Q1661076","nm1152472","Reed Alexander","1993","\N","actor","tt0157246,tt0972534,tt2487090,tt5059782"
"Q11292804","nm4245494","Olga Alex","\N","\N","actress,soundtrack","tt1663764,tt0482599"
"Q1176588","nm0782798","Lea Sekanova","\N","\N","actress","tt9526840,tt0118897"
"Q299636","nm0532292","Tara MacGowran","\N","\N","actress,producer","tt0094955,tt6126492,tt0170266,tt0088075"
"Q5097575","nm10136967","C.S.R. Anjaneyulu","\N","\N","actor","tt9030016"
"Q11473930","nm5221570","Yôsuke Okano","\N","\N","actor","tt1934838"
"Q11413987","nm4425607","Yû Yoshida","\N","\N","actor,make_up_department","tt1900974,tt1934838"
"Q104012738","nm4110384","Naoyuki Niiya","\N","\N","director,actor,writer","tt1737590,tt1524384"
"Q6404775","nm1208738","John Houseman","\N","\N","actor","tt0049357"
"Q6437322","nm3758453","Radha Krishna Jagarlamudi","1978","\N","writer,director,actor","tt2424988,tt5137380,tt1583256,tt1649431"
"Q11434009","nm3321776","Taishin Ohtsuka","\N","\N","actor","tt1718899,tt1054122,tt1305626,tt0451954"
"Q1797650","nm0400119","Andrés Huesca","\N","\N","actor,music_department,soundtrack","tt0047382,tt0227516,tt0037981,tt0227038"
"Q1495207","nm1717240","Claire Bell","\N","\N","sound_department,music_department,actress","tt1489097,tt2674430,tt0815168,tt1464580"
"Q106480052","nm5437851","Ryoko Taguchi","\N","\N","script_department","tt9099938,tt6340500,tt2142797,tt5979872"
"Q11312224","nm0032490","Steve Apps","\N","\N","actor","tt0144072,tt0328596,tt0094481"
"Q1347021","nm0030151","Jay Ankeny","\N","\N","editorial_department","tt0082909"
"Q7906255","nm4001400","Srinivas Mohan","\N","\N","visual_effects","tt2631186,tt8178634,tt1305797,tt5080556"
"Q118746942","nm4920676","Eiji Leon Lee","\N","\N","casting_department,actor,casting_director","tt10971532,tt13185290,tt6993614,tt11348164"
"Q384084","nm0078080","Petra Bertils","\N","\N","art_department","tt0194969"
"Q87711400","nm7190589","Evgeni Ilnitski","\N","\N","actor,miscellaneous","tt4518392"
"Q4501979","nm1097358","Nai Yuan Hu","\N","\N","actor","tt0035423"
"Q43252396","nm0137714","Paola Carloni","\N","\N","costume_department","tt0058003,tt0077748,tt0143945,tt0063508"
"Q24870315","nm3486857","Tim O'Keefe","\N","\N","composer,music_department,actor","tt1807944,tt3026144,tt1245492"
"Q111590028","nm7892459","Karolina Pisarek","1997","\N","actress","tt28656841,tt21106646,tt5189836,tt12996154"
"Q109362254","nm12393530","Karol Wisniewski","\N","\N","director,actor,writer","tt14219934,tt2356275,tt28307105"
"Q169566","nm9751121","Jean-Marc Gueney","\N","\N","art_department,miscellaneous","tt7028572,tt8235530"
"Q1280811","nm1736131","Krzysztof 'Diablo' Wlodarczyk","1981","\N","actor","tt10519662,tt0386946,tt1111729,tt1471195"
"Q214548","nm2947314","Bob Williams","1918","2003","actor","tt0381882,tt0063866"
"Q1676937","nm0944216","Jacek Wójcicki","1960","\N","actor,soundtrack","tt0101765,tt0380965,tt0095791,tt0108052"
"Q635917","nm1073911","Gioia von Thun","1974","\N","miscellaneous,actress","tt0455590,tt0170107,tt0178223,tt0896681"
"Q484311","nm1130723","Adam Tudhope","\N","\N","producer,miscellaneous,music_department","tt0470034,tt0314331,tt6017536,tt0283534"
"Q21997695","nm1960082","Lieve De Meijer","\N","\N","camera_department","tt0465938"
"Q10560","nm1484954","Fredrik Ljungberg","1977","\N","actor","tt0135733,tt0473360,tt1356514,tt12106832"
"Q104676999","nm10094254","Natalia Ptak","\N","\N","actress","tt13595992,tt4785004"
"Q317017","nm0102925","Jimmy Braddock","1905","1974",NA,"tt13350940,tt0268788,tt0040048,tt0065050"
"Q10321888","nm4539453","Elizabeth Lzzy Mae Hale","1983","\N","actress,soundtrack,composer","tt10121392"
"Q16995320","nm7202117","Duke Dumont","\N","\N","soundtrack,composer,producer","tt0072562,tt1860213"
"Q342067","nm10175904","Djordje Marjanovic","\N","\N","actor","tt0496226"
"Q108529528","nm4782997","Tomi Popovic","1977","\N","music_department","tt1755103,tt6450088,tt2099457,tt2163949"
"Q1342932","nm2697713","Roger Gonzalez Garza","\N","\N","actor","tt1865667,tt6391498,tt1905357,tt1905604"
"Q97176576","nm0874521","Katarzyna Trzcinska","1966","\N","actress,art_department,production_designer","tt0179443,tt1720163,tt0225535,tt0183142"
"Q117304266","nm8152576","Konrad Pondo","\N","\N","actor","tt15067748,tt14721642,tt18244316,tt15379832"
"Q380221","nm0707903","Vilayanur Ramachandran","1951","\N","miscellaneous","tt0206501,tt0117709,tt0318224,tt0463823"
"Q437222","nm0086765","Joanne Blakeborough","\N","\N","miscellaneous","tt0090702"
"Q108867693","nm3599531","Jonshel Alexander","1999","2021","actress","tt1494203,tt2125435"
"Q7851083","nm11115981","Wyn Reed","1989","\N","actress,miscellaneous","tt11250368,tt2404471"
"Q436546","nm2096187","Rebecca Hewitt","\N","\N","actress","tt0203289"
"Q351019","nm0290483","Edgardo Franco 'El General'","\N","\N","actor,producer","tt0129806,tt3546912"
"Q96647731","nm0085494","Royana Black","1973","2020","actress","tt3720120,tt0451057,tt0412175,tt0481535"
"Q51027746","nm7113133","Jora Frantzis","\N","\N","director,writer,actress","tt12109898,tt4434356,tt10069190"
"Q1183804","nm0337566","Johnny Green","1972","\N","actor","tt0108872,tt0088763,tt0098258,tt0214388"
"Q2330456","nm2285200","P.J. Carlesimo","\N","\N","writer,producer","tt0803076,tt11306214,tt1606829,tt1545019"
"Q1660403","nm0957749","Valeriy Zolotukhin","1941","2013","actor,soundtrack","tt0403358,tt0070233,tt0409904,tt0078648"
"Q4189571","nm2447525","Sergey Zverev","\N","\N","actor","tt2574042,tt1796603,tt1343117,tt1505901"
"Q110490899","nm11312438","Karolina Skorek","\N","\N","miscellaneous,director,cinematographer","tt11194508,tt21989914"
"Q4810578","nm0644693","David Ogilvie","1960","\N","soundtrack,music_department,actor","tt0116922,tt1959332,tt0288937,tt0420416"
"Q8018581","nm0810890","Wim Snape","1985","\N","actor","tt0053494,tt2909904,tt4469518,tt0119164"
"Q2988566","nm6423818","Padu del Caribe","1920","2019","composer","tt3664006"
"Q433035","nm0073651","Yelena Berezhnaya","1977","\N",NA,"tt0312080,tt0471985,tt1503671,tt15402912"
"Q870134","nm2889759","Marco da Silva","\N","\N",NA,"tt1134002,tt0355143"
"Q3161564","nm0646262","Richard Oleksiak","\N","\N","writer,miscellaneous,director","tt0215392,tt0093622,tt0240278,tt3575782"
"Q554857","nm0091837","Lee J. Bognar","\N","\N","location_management,writer,producer","tt0120885,tt0128283,tt3213036,tt0105417"
"Q9368848","nm5659160","Yair Albeg Wein","\N","\N","music_department","tt0437086,tt8106534,tt2283336,tt3717490"
"Q2007672","nm3118718","Sergio Jimenez","\N","\N","special_effects","tt0378296,tt0347354,tt0155844,tt0381558"
"Q1067105","nm0815885","Yôko Sômi","1965","\N","actress,music_department","tt0104652,tt2221781,tt1355642,tt0280142"
"Q2447400","nm1655102","Stanislav 'Slava' Medvedenko","1979","\N","actor","tt1223082,tt0414756"
"Q30098517","nm0531411","Bruce MacCallum","1947","2017","camera_department","tt0120458,tt1385826,tt8503618,tt0480249"
"Q69611327","nm7636937","Steffy Argelich","\N","\N","actress,director,writer","tt27369261,tt5093260"
"Q26721061","nm0415127","Alain Jacques","\N","\N","director,writer,editor","tt5363308,tt0276383,tt1294314,tt27371899"
"Q20204851","nm0371842","Joel Haywood","\N","\N","actor,miscellaneous,writer","tt0118570,tt1231577,tt15450616,tt2931344"
"Q16353638","nm1040426","Elez Kadrija","1941","2015","actor","tt0353510,tt0295969,tt0351453,tt0172173"
"Q924216","nm3351709","Vivian Sobchak","\N","\N",NA,"tt5236198,tt1254798"
"Q1359438","nm1939127","Sha Money X.L.","\N","\N","soundtrack,composer,producer","tt0775539,tt0430308,tt1034331,tt3110958"
"Q1137068","nm2338355","Isabelle Desprechins","\N","\N","director","tt0834522"
"Q2332562","nm6858470","Nicholas Murphy","\N","\N","soundtrack,composer","tt3687316,tt1735907,tt3042626,tt6873658"
"Q16358126","nm1212336","Inga Abele","1972","\N","writer","tt0325946,tt2554128,tt0872229"
"Q1189288","nm2790390","K.A. Mohammad","\N","\N","writer","tt0353692"
"Q5277555","nm2129977","Dimitrije Buzarovski","\N","\N","composer,writer","tt0498595,tt11713310,tt2087670,tt13815652"
"Q56271721","nm3407079","Miao Miao","\N","\N","actress","tt11564218,tt6654316,tt10591424,tt10210064"
"Q5296877","nm0157943","P.U. Chinnappa","1915","1951","actor","tt0369699,tt0245483,tt6239144,tt6269916"
"Q7253401","nm4014460","Lucas Lechowski","\N","\N","composer,music_department,soundtrack","tt11423164,tt2401813,tt15300212,tt22091586"
