"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Nils Asther","classification.ores.articletopic/Culture.Media.Films|772|classification.ores.articletopic/Geography.Regions.Europe.Europe*|910|classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|964|classification.ores.articletopic/Culture.Biography.Biography*|850","Q722861","nm039989",NA,NA,"nm0039989",NA
"Isabelle Huppertin filmografia ja teatteriesiintymiset","classification.ores.articletopic/Geography.Regions.Europe.Europe*|889|classification.ores.articletopic/Culture.Biography.Biography*|853|classification.ores.articletopic/Culture.Biography.Women|785","Q13638461","nm0001376","Isabelle Huppert","not exact match",NA,NA
"Olavi Lahtela","classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|955|classification.ores.articletopic/Culture.Biography.Biography*|597|classification.ores.articletopic/Geography.Regions.Europe.Europe*|887","Q11885284","nm0481631","Silvo Lahtela","not exact match",NA,NA
"Tuomo Kasanen","classification.ores.articletopic/Culture.Biography.Biography*|839|classification.ores.articletopic/Culture.Biography.Women|787|classification.ores.articletopic/Culture.Media.Media*|629|classification.ores.articletopic/Geography.Regions.Europe.Europe*|546","Q110022358","nm9421368","Tuomo Kasanen","match",NA,NA
"Roberto Loreti","classification.ores.articletopic/Culture.Media.Music|198|classification.ores.articletopic/Culture.Biography.Biography*|976","Q713941","nm0520878",NA,NA,"nm0520877",NA
"Emma Stonen filmografia","classification.ores.articletopic/Geography.Regions.Americas.North_America|817|classification.ores.articletopic/Culture.Media.Media*|798|classification.ores.articletopic/Culture.Biography.Women|787|classification.ores.articletopic/Culture.Media.Films|949|classification.ores.articletopic/Culture.Biography.Biography*|992","Q27468518","nm1297015","Emma Stone","not exact match",NA,NA
"Lentulus Batiatus","classification.ores.articletopic/Culture.Biography.Biography*|629|classification.ores.articletopic/History and Society.History|948","Q378683","nm0001811","Peter Ustinov","not exact match",NA,NA
"Luettelo Brad Pittin saamista palkinnoista ja ehdokkuuksista","classification.ores.articletopic/History and Society.Society|619|classification.ores.articletopic/Culture.Media.Films|935|classification.ores.articletopic/Culture.Media.Media*|908|classification.ores.articletopic/Culture.Biography.Biography*|475","Q6606547","nm0000093","Brad Pitt","not exact match",NA,NA
"Sheb Wooley","classification.ores.articletopic/Culture.Media.Media*|966|classification.ores.articletopic/Culture.Biography.Biography*|998|classification.ores.articletopic/Geography.Regions.Americas.North_America|893|classification.ores.articletopic/Culture.Media.Music|874|classification.ores.articletopic/Culture.Media.Films|926","Q1349284","nm225214",NA,NA,"nm0941125",NA
"Michael Byrne","classification.ores.articletopic/Culture.Biography.Biography*|780|classification.ores.articletopic/Culture.Media.Media*|655","Q212416","nm126250",NA,NA,"nm0126250",NA
"Mirkka Kallio","classification.ores.articletopic/Culture.Biography.Biography*|924|classification.ores.articletopic/Culture.Media.Media*|665","Q20253923","nm11525565","Mirkka Kallio","match",NA,NA
"Jessica Walter","classification.ores.articletopic/Culture.Media.Media*|689|classification.ores.articletopic/Geography.Regions.Americas.North America|682|classification.ores.articletopic/Culture.Biography.Biography*|867","Q259468","nm910055",NA,NA,"nm0910055",NA
"Shane Black","classification.ores.articletopic/Culture.Media.Films|454|classification.ores.articletopic/Culture.Biography.Biography*|560|classification.ores.articletopic/Culture.Media.Media*|829","Q726126","nm1638321","Maya Hawke","not exact match","nm0000948",NA
"Tom Zutaut","classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Culture.Media.Music|993|classification.ores.articletopic/Culture.Biography.Biography*|615","Q11897999","nm1859472","Tom Zutaut","match",NA,NA
