"title","weighted_tags","wikibase_item","FilmID","primaryTitle","status","QID.imdb","imdb.status"
"Focus Features","classification.ores.articletopic/Culture.Media.Films|972|classification.ores.articletopic/Culture.Media.Media*|961|classification.ores.articletopic/History and Society.Business and economics|607","Q649649","tt0388795","Brokeback Mountain","not exact match",NA,NA
"Ashutosh Rana","classification.ores.articletopic/Culture.Biography.Biography*|296|classification.ores.articletopic/Culture.Media.Films|364|classification.ores.articletopic/Culture.Media.Media*|861|classification.ores.articletopic/Geography.Regions.Asia.Asia*|971|classification.ores.articletopic/Geography.Regions.Asia.South Asia|975","Q3595110","tt7189494","Chicken Curry Law","not exact match",NA,NA
"26. ceremonia wręczenia Oscarów","classification.ores.articletopic/Culture.Media.Media*|933|classification.ores.articletopic/History and Society.Society|362|classification.ores.articletopic/Culture.Media.Films|998","Q516479","tt0338681","The 26th Annual Academy Awards","not exact match",NA,NA
"Gerald Potterton","classification.ores.articletopic/Culture.Media.Media*|873|classification.ores.articletopic/Culture.Biography.Biography*|711|classification.ores.articletopic/Culture.Media.Films|625|classification.ores.articletopic/Geography.Regions.Americas.North America|528","Q5549489","tt0055849","Christmas Cracker","not exact match",NA,NA
"Paul Thomas (reżyser)","classification.ores.articletopic/Culture.Media.Films|993|classification.ores.articletopic/Culture.Media.Media*|984|classification.ores.articletopic/Culture.Biography.Biography*|902","Q728677","tt122972",NA,NA,NA,NA
"Gavin O’Connor","classification.ores.articletopic/Culture.Media.Media*|983|classification.ores.articletopic/Culture.Media.Films|968|classification.ores.articletopic/Culture.Biography.Biography*|798","Q3099599","tt0112708","Comfortably Numb","not exact match",NA,NA
"Gwiazdka z księciem: Królewskie zaręczyny","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q118215309","tt10481792","Christmas with a Prince: Becoming Royal","not exact match",NA,NA
"Czopi i księżniczka","classification.ores.articletopic/Culture.Literature|999|classification.ores.articletopic/Culture.Media.Media*|967|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|1000|classification.ores.articletopic/Culture.Media.Films|847|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|1000","Q2004363","tt0121655","Choppy and the Princess","not exact match",NA,NA
"Ryō Kase","classification.ores.articletopic/Geography.Regions.Asia.Asia*|828|classification.ores.articletopic/Culture.Media.Media*|810|classification.ores.articletopic/Geography.Regions.Asia.East Asia|926|classification.ores.articletopic/Culture.Media.Films|846","Q1036275","tt0260054","Gojoe: Spirit War Chronicle","not exact match",NA,NA
"Miśków 2-óch w Nowym Jorku","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q79999174","tt7913394","Norm of the North: Keys to the Kingdom","not exact match",NA,NA
"Ian James Corlett","classification.ores.articletopic/Culture.Media.Media*|665|classification.ores.articletopic/Culture.Biography.Biography*|998|classification.ores.articletopic/Geography.Regions.Americas.North_America|743|classification.ores.articletopic/Culture.Media.Films|629","Q3090795","tt10554002","Elementary, My Dear Shaggy!","not exact match",NA,NA
"Tadeusz Malinowski (archeolog)","classification.ores.articletopic/History and Society.History|161|classification.ores.articletopic/Geography.Regions.Europe.Eastern Europe|991|classification.ores.articletopic/Geography.Regions.Europe.Europe*|947|classification.ores.articletopic/Culture.Media.Films|999|classification.ores.articletopic/Culture.Biography.Biography*|991|recommendation.link/exists|1","Q18942235","tt2155870","Eksmisja","not exact match",NA,NA
"Patrick Gallagher","classification.ores.articletopic/Culture.Media.Films|974|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Media*|970|classification.ores.articletopic/Geography.Regions.Americas.North_America|771","Q119966","tt7651352","Ghost of Tsushima","not exact match",NA,NA
"Powiedz to z Noddym","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q11825847","tt0450227","Say It with Noddy","not exact match",NA,NA
"Marcelino, chleb i wino (film 2010)","classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Media*|1000","Q11767424","tt1757806","Marcelino Pan y Vino","not exact match",NA,NA
"Mauro Fiore","classification.ores.articletopic/Culture.Media.Films|475|classification.ores.articletopic/Culture.Media.Media*|700|classification.ores.articletopic/Culture.Biography.Biography*|869","Q926054","tt2404435","The Magnificent Seven","not exact match",NA,NA
"La Violetera","classification.ores.articletopic/Culture.Media.Music|878|classification.ores.articletopic/Culture.Media.Films|349|classification.ores.articletopic/Culture.Media.Media*|958","Q5965515","tt0052369","La violetera","not exact match",NA,NA
"Chopstick Brothers","classification.ores.articletopic/Culture.Biography.Biography*|766|classification.ores.articletopic/Culture.Media.Films|637|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|914|classification.ores.articletopic/Geography.Regions.Asia.Asia*|924","Q15930909","tt3872008","Old Boys: The Way of the Dragon","not exact match",NA,NA
"Dennis Fimple","classification.ores.articletopic/Geography.Regions.Americas.North America|564|classification.ores.articletopic/Culture.Media.Films|323|classification.ores.articletopic/Culture.Media.Media*|807|classification.ores.articletopic/Culture.Biography.Biography*|596","Q5258412","tt0251736","House of 1000 Corpses","not exact match",NA,NA
"Nina Niovilla","classification.ores.articletopic/Geography.Regions.Europe.Europe*|622|classification.ores.articletopic/Culture.Media.Media*|884|classification.ores.articletopic/Culture.Biography.Biography*|996|classification.ores.articletopic/Culture.Media.Films|724","Q100700029","tt1042225","9:25. Przygoda jednej nocy","not exact match",NA,NA
"François Margolin","classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Films|983|classification.ores.articletopic/Culture.Media.Media*|961|classification.ores.articletopic/Geography.Regions.Europe.Europe*|665","Q3085274","tt0198446","Elle et lui","not exact match",NA,NA
"Lee Isaac Chung","classification.ores.articletopic/Culture.Media.Films|962|classification.ores.articletopic/Culture.Media.Media*|783|classification.ores.articletopic/Geography.Regions.Americas.North America|614|classification.ores.articletopic/Culture.Biography.Biography*|794","Q6514075","tt10633456","Minari","not exact match",NA,NA
"Gabriele Muccino","classification.ores.articletopic/Culture.Biography.Biography*|859|classification.ores.articletopic/Culture.Media.Films|539","Q558822","tt0610831","Mutterliebe","not exact match",NA,NA
"Tron (ścieżka dźwiękowa)","classification.ores.articletopic/Culture.Media.Media*|988|classification.ores.articletopic/Culture.Media.Music|966|classification.ores.articletopic/Culture.Media.Films|728","Q429695","tt0084827","Tron","not exact match",NA,NA
"Tysiąc i jedna noc (film)","classification.ores.articletopic/Culture.Media.Films|992|classification.ores.articletopic/Culture.Media.Media*|983","Q16980242","tt3284178","Arabian Nights: Volume 1 - The Restless One","not exact match",NA,NA
"1894 w filmie","classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/Culture.Media.Media*|958","Q652666","tt0229217","Annabelle Butterfly Dance","not exact match",NA,NA
"Na cz@tach","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Geography.Regions.Europe.Eastern_Europe|998|classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Geography.Regions.Europe.Europe*|945","Q11788470","tt1555385","C@ught in the Net","not exact match",NA,NA
"25. ceremonia wręczenia Oscarów","classification.ores.articletopic/History and Society.Society|296|classification.ores.articletopic/Culture.Media.Films|986|classification.ores.articletopic/Culture.Media.Media*|916|recommendation.image/exists|1","Q614408","tt0337799","The 25th Annual Academy Awards","not exact match",NA,NA
"Ciro Guerra","classification.ores.articletopic/Culture.Media.Films|990|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Media*|970","Q2974216","tt4285496","Embrace of the Serpent","not exact match",NA,NA
"2. ceremonia wręczenia nagród Stowarzyszenia Nowojorskich Krytyków Filmowych","classification.ores.articletopic/Culture.Media.Media*|956|classification.ores.articletopic/History and Society.Society|518|classification.ores.articletopic/Culture.Media.Films|995","Q4563847","tt0026564","Carnival in Flanders","not exact match",NA,NA
"Darieżan Omirbajew","classification.ores.articletopic/Culture.Media.Media*|920|classification.ores.articletopic/Culture.Media.Films|995|classification.ores.articletopic/Geography.Regions.Asia.Asia*|801","Q374837","tt0157124","Killer","not exact match",NA,NA
"Max Minsky i ja","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|999","Q11771881","tt0466100","Max Minsky and Me","not exact match",NA,NA
"Vidyut Jamwal","classification.ores.articletopic/Geography.Regions.Asia.Asia*|980|classification.ores.articletopic/Geography.Regions.Asia.South Asia|993|classification.ores.articletopic/Culture.Media.Films|456|classification.ores.articletopic/Culture.Sports|40|classification.ores.articletopic/Culture.Biography.Biography*|434","Q3557842","tt2658126","Commando","not exact match",NA,NA
"Jean-Paul Rappeneau","classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|924|classification.ores.articletopic/Culture.Media.Media*|964|classification.ores.articletopic/Culture.Media.Films|985|classification.ores.articletopic/Culture.Biography.Biography*|998|classification.ores.articletopic/Geography.Regions.Europe.Europe*|880","Q709973","tt0099334","Cyrano de Bergerac","not exact match",NA,NA
"Adolfo Aristarain","classification.ores.articletopic/Culture.Media.Media*|856|classification.ores.articletopic/Culture.Media.Films|907|classification.ores.articletopic/Culture.Biography.Biography*|511","Q2657842","tt0104774","A Place in the World","not exact match",NA,NA
"Darrell Roodt","classification.ores.articletopic/Culture.Media.Films|322|classification.ores.articletopic/Culture.Biography.Biography*|632|classification.ores.articletopic/Geography.Regions.Africa.Africa*|997|classification.ores.articletopic/Geography.Regions.Africa.Southern Africa|993","Q3016485","tt0419279","Yesterday","not exact match",NA,NA
"Ołesia Morhuneć-Isajenko","classification.ores.articletopic/Culture.Media.Media*|967|classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Culture.Biography.Biography*|993","Q116028829","tt6898073",NA,NA,NA,NA
"Moja dziewczynka","classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|893|classification.ores.articletopic/Geography.Regions.Europe.Europe*|644","Q19886629","tt0800322","Cravings","not exact match",NA,NA
"Lucian Pintilie","classification.ores.articletopic/Culture.Media.Media*|867|classification.ores.articletopic/Geography.Regions.Europe.Europe*|822|classification.ores.articletopic/Geography.Regions.Europe.Eastern_Europe|712|classification.ores.articletopic/Culture.Media.Films|831|classification.ores.articletopic/Culture.Biography.Biography*|961","Q967207","tt0103969","The Oak","not exact match",NA,NA
"Stukpuk","classification.ores.articletopic/Geography.Regions.Europe.Europe*|749|classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Geography.Regions.Europe.Eastern_Europe|917|classification.ores.articletopic/Culture.Media.Films|1000","Q97168684","tt7870442","Knocknock","not exact match",NA,NA
"Gwiazdka z księciem: Królewskie dziecko","classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Media*|1000","Q118215308","tt14850192","Christmas with a Prince: The Royal Baby","not exact match",NA,NA
"Michel Ricaud","classification.ores.articletopic/Culture.Media.Media*|989|classification.ores.articletopic/Culture.Media.Films|991|classification.ores.articletopic/Culture.Biography.Biography*|766|classification.ores.articletopic/Geography.Regions.Europe.Europe*|500","Q3310689","tt0145716","Private Film 9: Club Private in Seychelles","not exact match",NA,NA
"Brave Story","classification.ores.articletopic/Culture.Literature|998|classification.ores.articletopic/Culture.Visual arts.Visual arts*|989|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|999|classification.ores.articletopic/Culture.Internet culture|963|classification.ores.articletopic/Culture.Media.Video games|982|classification.ores.articletopic/Culture.Media.Films|292|classification.ores.articletopic/Culture.Media.Media*|946","Q1314114","tt0778631","Brave Story","match",NA,NA
"Filmografia Mohanlala","classification.ores.articletopic/Geography.Regions.Asia.South Asia|641|classification.ores.articletopic/Culture.Biography.Biography*|591|classification.ores.articletopic/Culture.Media.Films|347|classification.ores.articletopic/Geography.Regions.Asia.Asia*|597","Q13635345","tt0887769","Kerala Varma Pazhassi Raja","not exact match",NA,NA
"Pannonia Film Studio","classification.ores.articletopic/Culture.Media.Films|919|classification.ores.articletopic/Geography.Regions.Europe.Eastern Europe|960|classification.ores.articletopic/Geography.Regions.Europe.Europe*|660|classification.ores.articletopic/Culture.Media.Media*|816","Q264249","tt1437800","A sótartó felé","not exact match",NA,NA
"Alain Levent","classification.ores.articletopic/Culture.Media.Films|839|classification.ores.articletopic/Culture.Biography.Biography*|575","Q2484050","tt0068256","The Bar at the Crossing","not exact match",NA,NA
"Giorgio Diritti","classification.ores.articletopic/Culture.Media.Films|336|classification.ores.articletopic/Culture.Biography.Biography*|874","Q63491","tt8478554","Hidden Away","not exact match",NA,NA
"Roberto Blandón","classification.ores.articletopic/Culture.Media.Media*|966|classification.ores.articletopic/Culture.Media.Films|629","Q5246323","tt10850486","José el Soñador","not exact match",NA,NA
"Wyprawa Magellana (film)","classification.ores.articletopic/Culture.Media.Media*|968|classification.ores.articletopic/Culture.Media.Films|877|classification.ores.articletopic/Geography.Regions.Europe.Southern_Europe|538","Q86680838","tt4991676","Elcano & Magellan: The First Voyage Around the World","not exact match",NA,NA
"Akihiko Hirata","classification.ores.articletopic/Culture.Biography.Biography*|828|classification.ores.articletopic/Culture.Media.Films|348|classification.ores.articletopic/Geography.Regions.Asia.Asia*|983|classification.ores.articletopic/Geography.Regions.Asia.East Asia|975|classification.ores.articletopic/Geography.Regions.Asia.Southeast Asia|346","Q418046","tt0087344","Godzilla 1985","not exact match",NA,NA
"Gulshan Grover","classification.ores.articletopic/Geography.Regions.Asia.South_Asia|629|classification.ores.articletopic/Culture.Media.Media*|921|classification.ores.articletopic/Culture.Biography.Biography*|847|classification.ores.articletopic/Geography.Regions.Asia.Asia*|731|classification.ores.articletopic/Culture.Media.Films|896","Q3489680","tt0492913","Sweet Amerika","not exact match",NA,NA
"Gabriel Retes","classification.ores.articletopic/Culture.Media.Films|341|classification.ores.articletopic/Culture.Media.Media*|728|classification.ores.articletopic/Culture.Biography.Biography*|694","Q3093933","tt0144928","Paper Flowers","not exact match",NA,NA
"Pablo Berger","classification.ores.articletopic/Geography.Regions.Europe.Europe*|658|classification.ores.articletopic/Culture.Biography.Biography*|914|classification.ores.articletopic/Culture.Media.Films|702","Q3325924","tt1854513","Blancanieves","not exact match",NA,NA
"Ostatnia szansa","classification.ores.articletopic/Culture.Media.Films|980|classification.ores.articletopic/Culture.Media.Media*|952","Q658177","tt0159525","The Last Chance","not exact match",NA,NA
"Nagroda Zee Cine za najlepszą rolę negatywną","classification.ores.articletopic/Geography.Regions.Asia.South Asia|983|classification.ores.articletopic/Culture.Media.Films|999|classification.ores.articletopic/Geography.Regions.Asia.Asia*|969|classification.ores.articletopic/Culture.Media.Media*|925|recommendation.image/exists|1","Q2603374","tt2241739","Zee Cine Awards 2012","not exact match",NA,NA
"Jak powstawał Robinson","classification.ores.articletopic/Culture.Media.Media*|955|classification.ores.articletopic/Geography.Regions.Asia.North Asia|540|classification.ores.articletopic/Geography.Regions.Europe.Europe*|864|classification.ores.articletopic/History and Society.Military and warfare|756|classification.ores.articletopic/Culture.Media.Films|895|classification.ores.articletopic/Geography.Regions.Asia.Asia*|690","Q4208847","tt0055468","Absolutely Seriously","not exact match",NA,NA
"Pożegnanie (film 2015)","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q30917470","tt2248739","Departure","not exact match",NA,NA
"Planet in Peril","classification.ores.articletopic/Culture.Media.Films|314|classification.ores.articletopic/Culture.Media.Television|846|classification.ores.articletopic/Culture.Media.Media*|978|classification.ores.articletopic/STEM.STEM*|559","Q11819370","tt1071361","Planet in Peril","match",NA,NA
"Panos H. Koutras","classification.ores.articletopic/Geography.Regions.Europe.Europe*|891|classification.ores.articletopic/Culture.Biography.Biography*|864|classification.ores.articletopic/Culture.Media.Films|609","Q3411474","tt3186946","Xenia","not exact match",NA,NA
