"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Giulio Berruti","classification.ores.articletopic/Culture.Biography.Biography*|941|classification.ores.articletopic/Culture.Media.Media*|705","Q1117917","nm1370153","Giulio Berruti","match",NA,NA
"Alexandre Dumas padre","classification.ores.articletopic/Culture.Media.Media*|515|classification.ores.articletopic/Culture.Biography.Biography*|724|classification.ores.articletopic/Geography.Regions.Europe.Europe*|692","Q38337","nm0241416","Alexandre Dumas","not exact match",NA,NA
"Ray Charles","classification.ores.articletopic/Culture.Biography.Biography*|949|classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Geography.Regions.Americas.North_America|766|classification.ores.articletopic/Culture.Media.Music|997","Q544387","nm0153124","Ray Charles","match",NA,NA
"Alessandro Mario","classification.ores.articletopic/Culture.Media.Media*|546|classification.ores.articletopic/Culture.Biography.Biography*|812","Q3610124","nm1501294","Alessandro Mario","match",NA,NA
"Roberto Cenci (regista)","classification.ores.articletopic/Culture.Media.Media*|685|classification.ores.articletopic/Culture.Biography.Biography*|887|classification.ores.articletopic/Geography.Regions.Europe.Europe*|500","Q3938679","nm0148231","Roberto Cenci","not exact match",NA,NA
"Werner Herzog","classification.ores.articletopic/Culture.Media.Media*|912|classification.ores.articletopic/Culture.Biography.Biography*|749|classification.ores.articletopic/Culture.Media.Films|622|recommendation.image_section/exists|1","Q44131","nm0001348","Werner Herzog","match",NA,NA
"Sandra Wey","classification.ores.articletopic/Culture.Media.Media*|989|classification.ores.articletopic/Culture.Media.Films|979|classification.ores.articletopic/Culture.Biography.Biography*|977|classification.ores.articletopic/Geography.Regions.Europe.Europe*|531","Q109313565","nm0923337","Sandra Wey","match",NA,NA
"Alfonso Signorini","classification.ores.articletopic/Culture.Media.Media*|538|classification.ores.articletopic/Culture.Biography.Biography*|952","Q3611251","nm2120906","Alfonso Signorini","match",NA,NA
"William Friedkin","classification.ores.articletopic/Culture.Media.Media*|997|classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/Culture.Biography.Biography*|771|recommendation.image_section/exists|1","Q51582","nm0001243","William Friedkin","match",NA,NA
"Alba Rohrwacher","classification.ores.articletopic/Geography.Regions.Europe.Southern_Europe|600|classification.ores.articletopic/Culture.Biography.Biography*|843|classification.ores.articletopic/Culture.Media.Media*|817|classification.ores.articletopic/Culture.Media.Films|914|classification.ores.articletopic/Geography.Regions.Europe.Europe*|651","Q433601","nm2982028","Ferdinando Cito Filomarino","not exact match",NA,NA
