"title","wikibase_item","Studio"
"David Silveria","Q345190","studio = 9 "
"Star Twinkle Pretty Cure","Q59417909","studio = [[Toei Animation]] "
"Phil Ochs","Q379802","studio = 8 "
"Josie e le Pussycats","Q1284299","studio = [[Hanna-Barbera]] "
"Grandmaster Flash and The Furious Five","Q765409","studio = 2 "
"Robert John ""Mutt"" Lange","Q547660","studio = |album live = "
"Kaiba","Q1721391","studio = [[Madhouse (azienda)"
"Dave Mason","Q918535","studio = |album live = "
"Sevdaliza","Q28112930","studio = 2 "
"Watashi ga motenai no wa dō kangaetemo omaera ga warui!","Q1113182","studio = [[Silver Link]] "
"Tim Staffell","Q470408","studio = |album live = "
"Quarterflash","Q1431662","studio = |album live = "
"Melody (cantante giapponese)","Q268069","studio = 4 "
"Yui Mizuno","Q15944170","studio = 7 "
"Looney Tunes: Due conigli nel mirino","Q19864298","studio = [[Warner Bros. Animation]] "
"Matt Heafy","Q375040","studio = 14 "
"Amadou & Mariam","Q452258","studio = 8 "
"Ayashi no Ceres","Q697482","studio = [[Pierrot (azienda)"
"Special A","Q564410","studio = [[Gonzo (azienda)"
"AK Ausserkontrolle","Q24246455","studio = 5 "
"Santiago Carrillo","Q298789","studio = |alma mater = "
"Dhafer Youssef","Q957007","studio = |album live = "
"Lupin III - Walther P38","Q3149640","studio = [[TMS Entertainment]] "
"Lucie Silvas","Q241989","studio = 2 "
"Molang","Q25093816","studio = [[Millimages]] "
"Blood of Zeus","Q85763820","studio = Powerhouse Animation "
"Brett Anderson","Q344013","studio = 4 "
"The Andrews Sisters","Q972398","studio = |album live = "
"Morris Albert","Q1948488","studio = |raccolte = "
"Nicola Benedetti (violinista)","Q462739","studio = |album live = "
"R5 (gruppo musicale)","Q276584","studio = 3 "
"Eric Garcetti","Q5386557","studio = ''[[Bachelor of Arts]]''<br/>[[Master universitario"
"Kiss×Sis","Q1743797","studio = [[Feel (azienda)"
"Claude Barzotti","Q1094032","studio = |album live = "
"Kung Fu Panda - Le zampe del destino","Q53939029","studio = [[Dreamworks Animation"
"Alex Webster","Q201716","studio = 15 (Cannibal Corpse) <br> 1 (Blotted Science) <br> 1 (Conquering Dystopia) "
"Jonny Quest","Q1664777","studio = [[Hanna-Barbera Productions]] "
"Ronnie Vannucci","Q181280","studio = 3 "
"Martin Barre","Q454309","studio = 5 "
"Nicola Acunzo","Q56810335","studio = Diploma di geometra "
"Kit e Kate","Q20003758","studio = [[Toonbox]] "
"Crying Freeman","Q1117884","studio = [[Toei Animation]] "
"X-Men: Evolution","Q369286","studio = [[Marvel Studios]] "
"Loulou de Montmartre","Q672473","studio = [[The Animation Band]] "
"King Oliver","Q313368","studio = |album live = "
"Gerry Beckley","Q2153698","studio = |album live = "
"Rossano (cantante)","Q3941609","studio = 3 "
"¡Mucha Lucha!","Q583536","studio = FWAK! Animation "
"DJ Ötzi","Q19734","studio = 9 "
"DJ Snake","Q16728588","studio = 2 "
"Benson Taylor","Q4890282","studio = |album live = "
"Alice & Zoroku","Q28687020","studio = [[J.C.Staff]] "
"Zombie Land Saga","Q55638261","studio = [[MAPPA (azienda)"
"Yeah Yeah Yeahs","Q641858","studio = 4 "
"Baoh","Q91917","studio = [[Pierrot (azienda)"
"Mr. Mister","Q1334471","studio = 4 "
"M.O.D.O.K. (serie animata)","Q85782784","studio = 10k "
"Joe Elliott","Q541573","studio = 13 "
"Estelle","Q230622","studio = 5 "
"Albert Hammond Jr.","Q597936","studio = 4 "
"Ikkitousen","Q1191681","studio = [[J.C.Staff]] "
"Nolwenn Leroy","Q58168","studio = 5 "
"Lupin III - Il sigillo di sangue, la sirena dell'eternità","Q3942794","studio = [[TMS Entertainment]] "
"Arturo Sandoval","Q345501","studio = |album live = "
"New Looney Tunes","Q18155606","studio = [[Warner Bros. Animation]] "
"H2O - Avventure da sirene","Q18207593","studio = Les Cartooneurs Associés "
"Digimon Ghost Game","Q107746042","studio = [[Toei Animation]] "
"Santiago dei Mari","Q105062705","studio = [[Nickelodeon Animation Studio]] "
"Trini Lopez","Q540134","studio = 24 "
"Digimon Fusion Battles","Q275676","studio = [[Toei Animation]] "
"Christophe (cantante)","Q1086279","studio = 15 "
"2 Unlimited","Q222900","studio = 4 "
"Nouvelle Vague (gruppo musicale)","Q831029","studio = 5 "
"Littlest Pet Shop","Q6653056","studio = [[Hasbro Studios]] "
"Trilli e la nave pirata","Q15396069","studio = [[Walt Disney Pictures]] <br /> [[DisneyToon Studios]] "
"Action Bronson","Q2823641","studio = 4 "
"Rod Evans","Q321313","studio = |album live = "
"Ani DiFranco","Q232462","studio = 17 "
"Amedeo Tommasi","Q460669","studio = |album live = "
"CoCo Lee","Q703216","studio = |album live = "
"La carica dei 101 - La serie","Q165515","studio = [[Jumbo Pictures]] "
"Giovanni Nuti (1964)","Q3767838","studio = |album live = "
"Jenni Rivera","Q714185","studio = 13 "
"Adam Gontier","Q349551","studio = |album live = "
"Inspectah Deck","Q470619","studio = 3 "
"Umberto Palazzo","Q4003448","studio = 3 "
"Jimmy Eat World","Q642988","studio = 10 "
"Ólafur Arnalds","Q292972","studio = 2 "
"Peter, Paul and Mary","Q654716","studio = |album live = "
"HappinessCharge Pretty Cure!","Q15243909","studio = [[Toei Animation]] "
"Matthias Jabs","Q61334","studio = 10 "
"Terri Nunn","Q434025","studio = 7 (1 da solista) "
"Lucy Dacus","Q27967785","studio = 3 "
"L'epopea del cavaliere ripetente","Q18393324","studio = [[Silver Link]] "
"Massimo Morini","Q3851369","studio = 13 "
"Gary Wright","Q290719","studio = |album live = "
"The Pop Group","Q2166634","studio = 4 "
"Pound Puppies","Q888245","studio = [[Hasbro Studios]] "
"L'uccellino azzurro (serie animata)","Q1048557","studio = [[Academy Seisaku]] "
"Barbie Mariposa e la principessa delle fate","Q15139150","studio = [[Mattel"
"Street Fighter II V","Q1314180","studio = [[Group TAC]] "
"Onew","Q494692","studio = |album live = "
"Mercury Rev","Q583344","studio = 8 "
"Timo Kotipelto","Q241965","studio = 12 "
"Abdullah Ibrahim","Q317677","studio = |album live = "
"Detective Conan: Episode ""One"" - Il detective rimpicciolito","Q26916836","studio = [[TMS Entertainment]] "
"Angeloid - Sora no otoshimono","Q741883","studio = [[Anime International Company"
"Ash (gruppo musicale)","Q724582","studio = 7 "
"Lydia Lunch","Q261990","studio = 7 "
"101 Dalmatian Street","Q58445130","studio = Passion Animation Studios, Atomic Cartoons, [[Disney Television Animation"
"Keisha Buchanan","Q235772","studio = 6 "
"Beabadoobee","Q66817366","studio = 2 "
"Gzuz","Q17319586","studio = 7 "
"Quack Pack - La banda dei paperi","Q1122047","studio = [[Walt Disney Television Animation]] "
"Devito (cantante)","Q97200388","studio = 1 "
"Zac Farro","Q1340385","studio = 8 <small>(3 da solista)</small> "
"Bruce Cockburn","Q773830","studio = 25 "
"Ėduard Chil'","Q360190","studio = |album live = }} {{Bio "
"A Flock of Seagulls","Q300409","studio = 5 "
"Gylve Fenris Nagell","Q339423","studio = 24 "
"Andrew Holness","Q505200","studio = |alma mater = [[Università delle Indie occidentali]] "
"Amanda Palmer","Q240377","studio = 9 "
"Disclosure (gruppo musicale)","Q1228440","studio = 4 "
"G.I. Joe: A Real American Hero (serie animata)","Q719146","studio = [[Toei Animation]] "
"Patrick Stump","Q314877","studio = 4 "
"Angel Sanctuary","Q531892","studio = [[Hal Film Maker]] "
"Aloe Blacc","Q49319","studio = 5 "
"Gabrielle (cantante)","Q242685","studio = 7 "
"Nel covo dei pirati con Peter Pan","Q3376811","studio = [[Fox Children's Productions]] "
"Turbonegro","Q841701","studio = 8 "
"Mostri contro alieni (serie animata)","Q7583861","studio = [[DreamWorks Animation]] "
"Golden Earring","Q728049","studio = 27 "
"Alice & Lewis","Q109106477","studio = MOBO Digital Factory "
"Dungeons & Dragons (serie animata)","Q715777","studio = [[Marvel Productions]] "
"Nello e Patrasche","Q3874511","studio = [[Tokyo Movie Shinsha]] "
"La piccola Nell","Q2358284","studio = [[Dax International]] "
"Lindsey Graham","Q22212","studio = laurea in psicologia<br/>laurea in legge "
"Marcello Marrocchi","Q3845623","studio = |album live = "
"KMFDM","Q1351424","studio = 17 "
"Elena Temnikova","Q973066","studio = 5 "
"Rokka: Braves of the Six Flowers","Q11392504","studio = [[Passione (azienda)"
"Katty Line","Q3813999","studio = |album live = "
"Bobi Wine","Q4935806","studio = |alma mater = "
"Fast & Furious - Piloti sotto copertura","Q55611494","studio = [[Universal Television]] "
"Lew Wallace","Q357102","studio = |alma mater = "
"Shrekkati per le feste","Q388517","studio = [[DreamWorks Animation]] "
"Aaron Lewis","Q302280","studio = 6 "
"Davide De Marinis","Q3703533","studio = 3 "
"Il cuore di Cosette","Q1324552","studio = [[Nippon Animation]] "
"Carrie Johnson","Q64732854","studio = |professione = }} {{Bio "
"Cristoforo Colombo (serie animata)","Q3697688","studio = [[Nippon Animation]] "
"Duckman","Q974077","studio = Klasky Csupo "
"Duck Dodgers (serie animata)","Q815942","studio = [[Warner Bros. Animation]] "
"Paul Kantner","Q280657","studio = 25 "
"The Drifters","Q1060576","studio = |album live = "
"Residente (rapper)","Q2062208","studio = |album live = "
"Battery (serie di romanzi)","Q1055102","studio = [[Zero-G (azienda)"
"Alex Newell","Q578403","studio = |album live = "
"Robbin Crosby","Q1143091","studio = |album live = "
"Igorrr","Q2486120","studio = 6 }} {{Bio "
"William DuVall","Q442237","studio = |album live = "
"Yamada-kun e le 7 streghe","Q11046402","studio = [[Liden Films]] "
"Robotboy","Q584608","studio = [[Alphanim]] "
"Jamie xx","Q263726","studio = |album live = "
"Quiet (personaggio)","Q21061427","studio = [[Konami]] "
"Manu Dibango","Q445829","studio = |album live = "
"Karl Radek","Q84266","studio = |alma mater = "
"I viaggi della strega - The Journey of Elaina","Q30927067","studio = C2C "
"Douglas Emhoff","Q65029113","studio = [[Bachelor of Arts]] e [[Juris Doctor]] "
"Johnny Test","Q834814","studio = [[Warner Bros. Animation]] "
"Kaiane Aldorino","Q238155","studio = |alma mater = "
"Luis Alberto Spinetta","Q957627","studio = 39 (20 solista) "
"Hotel Transylvania - La serie","Q27645647","studio = [[Sony Pictures Animation]] "
"Meat Puppets","Q1132613","studio = 13 "
"Saint Jhn","Q52274581","studio = 3 "
"Conrad Lant","Q717901","studio = 9 "
"Joan Armatrading","Q263194","studio = 20 "
"Darren Hayes","Q527055","studio = 4 "
"Circle Jerks","Q522463","studio = 6 "
"Wolfgang Flür","Q681136","studio = 8 "
"Big Daddy Kane","Q535972","studio = 7 "
"Kendji Girac","Q17385969","studio = 4 "
"Jenny Berggren","Q2359734","studio = 1 "
"Foy Vance","Q5477365","studio = 6 "
"Mick MacNeil","Q1928505","studio = |album live = "
"Gli Octonauti","Q1215265","studio = [[Chorion (compagnia)"
"Avril Haines","Q14525857","studio = |alma mater = "
"Arnel Pineda","Q693199","studio = |album live = "
"Lupin III - Spada Zantetsu, infuocati!","Q1440610","studio = [[TMS Entertainment]] "
"Cindy Blackman","Q447642","studio = |album live = "
"Evolution (serie animata)","Q3592824","studio = [[The Montecito Picture Company]] "
"Julie London","Q231255","studio = |album live = "
"Mawaru-Penguindrum","Q25059","studio = [[Brain's Base]] "
"Transformers: Armada","Q1348354","studio = [[Actas Inc.]] "
"Anita Mui","Q232621","studio = |album live = "
"Barbie - L'accademia per principesse","Q2762172","studio = [[Mattel"
"MacKenzie Porter","Q15699484","studio = 1 "
"Chance the Rapper","Q12470060","studio = 1 "
"Trio (gruppo musicale)","Q694181","studio = 3 "
"Aqua Teen Hunger Force","Q622946","studio = Wild Hare Studios "
"Babes in Toyland (gruppo musicale)","Q797648","studio = 3 "
"Mickey Mouse Works","Q378733","studio = [[Walt Disney Television Animation]] "
"Live (gruppo musicale)","Q165714","studio = 8 "
"Cowboy Junkies","Q1138174","studio = 17 "
"Jan Hammer","Q366671","studio = |album live = "
"Warren Ellis (musicista)","Q383784","studio = |album live = "
"The Notwist","Q703201","studio = 5 "
"Alieni pazzeschi","Q1050455","studio = [[Splash Entertainment"
"Sergej Semënovič Sobjanin","Q319497","studio = |alma mater = "
"Safaree Samuels","Q20744680","studio = 1 }} {{Bio "
"Edgar Winter","Q559349","studio = 16 "
"Brenda Lee","Q230925","studio = 29 "
"Pierre Bouvier","Q269569","studio = 7 "
"Sham 69","Q959100","studio = 9 "
"Tom & Jerry: Fast & Furry","Q632699","studio = [[Warner Bros. Animation]] "
"Pia Mia","Q11887896","studio = |album live = "
"Pain of Salvation","Q757386","studio = 11 "
"Kikō kantai Dairugger XV","Q2496917","studio = [[Toei Animation]] "
"Andi Deris","Q57700","studio = 10 "
"Skinny Puppy","Q371535","studio = 12 "
"L'ultimo viaggio delle ragazze","Q36489734","studio = [[White Fox]] "
"Jelena Karleuša","Q79191","studio = 12 "
"Il meraviglioso mondo di Topolino","Q101239733","studio = [[Disney Television Animation]] "
"Ginevra (cantante)","Q106594453","studio = 1 "
"Dolceluna","Q909422","studio = [[Ashi Production]] "
"Le magiche Ballerine Volanti","Q3828812","studio = [[Mego Corporation"
"Alla scoperta di Babbo Natale","Q3612315","studio = [[Zuiyo]], [[Shaft"
"Esperanza Spalding","Q238705","studio = 4 "
"T.O.P","Q495571","studio = |album live = "
"Chiara Ingrao","Q3667492","studio = Laurea in lingue e letteratura straniera "
"Emilio Pericoli","Q1337526","studio = 5 "
"Gino Soccio","Q556728","studio = 4 "
"We Baby Bears - Siamo solo baby orsi","Q106646751","studio = [[Cartoon Network Studios]] "
"Peter Tägtgren","Q366614","studio = 22 "
"Pierce the Veil","Q1169219","studio = 5 }} I '''Pierce the Veil''' sono un [[Gruppo musicale"
"Lee Ritenour","Q363320","studio = |album live = "
"Happy Mondays","Q1141495","studio = 5 "
"Lous and the Yakuza","Q89937407","studio = 2 }} {{Bio "
"Camp Lazlo","Q285276","studio = [[Cartoon Network Studios]] "
"Sarah McLachlan","Q224650","studio = 9 "
"Rozonda Thomas","Q438366","studio = |album live = "
"Gustavo (serie animata)","Q1028923","studio = [[Pannonia Film Studio]] "
"Rapsody","Q7294351","studio = 3 "
"Martina D'Antiochia","Q74422480","studio = }} {{Bio "
"Bruce Kulick","Q324764","studio = 3 "
"Daryl Braithwaite","Q4993300","studio = |album live = "
"Crystal Waters","Q249141","studio = 3 "
"Capitan Harlock SSX - Rotta verso l'infinito","Q2280697","studio = [[Toei Animation]] "
"Samantha Hudson","Q105622678","studio = 1 "
"More than a Married Couple, but Not Lovers","Q97185929","studio = Mother "
"Anita Ward","Q268681","studio = 4 "
"Antonio Flores","Q2333569","studio = 3 "
"Transplants","Q623292","studio = 3 "
"Tuomas Holopainen","Q489000","studio = 1 }} {{Bio "
"Gualtiero Bertelli","Q3778130","studio = 7 "
"Il primo Halloween da Efelante","Q2036064","studio = [[DisneyToon Studios]] "
"Years & Years","Q18608591","studio = 3 "
"Jolanda, la figlia del Corsaro Nero (serie animata)","Q3809780","studio = [[BRB Internacional]] "
"Jewel","Q229018","studio = 8 "
"Alien Ant Farm","Q857965","studio = 5 "
"Randy - Un Ninja in classe","Q5306013","studio = Titmouse, Inc. "
"Bubble Guppies - Un tuffo nel blu e impari di più","Q850563","studio = WildBrain Entertainment "
"Olly Alexander","Q7088396","studio = |colonne sonore = "
"Punta al top 2! - DieBuster","Q1072575","studio = [[Gainax]] "
"Andra Day","Q21004826","studio = 1 "
"Luigi De Mossi","Q55282092","studio = Laurea in giurisprudenza "
"Jeff Tweedy","Q1686370","studio = |album live = "
"Michael Giles","Q449502","studio = |album live = "
"René Aubry","Q928933","studio = 18 "
"Ayo (cantante)","Q242110","studio = 5 "
"3 in mezzo a noi - I racconti di Arcadia","Q57418201","studio = [[DreamWorks Animation]] "
"Yo La Tengo","Q221021","studio = 12 "
"Joey Belladonna","Q459071","studio = 11 "
"Cornelia Froboess","Q70331","studio = 3 "
"Willie Hall","Q2261508","studio = |album live = "
"Il fedele Patrash","Q699949","studio = [[Zuiyo"
"Arthur (serie animata)","Q1056342","studio = [[WGBH Boston]] "
"Ray Conniff","Q206304","studio = |album live = "
"Mike Bordin","Q439445","studio = |album live = "
"Gary Lewis (musicista)","Q486185","studio = |album live = "
"Niloya","Q25472471","studio = Sentries Telif ve Lisans AŞ "
"Francis Rossi","Q559609","studio = 31 con gli Status Quo "
"Ola Salo","Q1077383","studio = |album live = "
"Melody Thornton","Q143286","studio = |album live = "
"Crowded House","Q1128045","studio = 6 "
"Frankie Lymon","Q683420","studio = |album live = "
"Fergal Lawler","Q653087","studio = |album live = "
"David Bisbal","Q298310","studio = 7 "
"Corey Hart","Q709024","studio = 8 "
"Lea Salonga","Q294144","studio = 12 "
"John Sykes","Q431060","studio = 4 "
"Peaches (musicista)","Q235095","studio = 6 }} == Biografia == Prima di diventare Peaches, Nisker era un'insegnante di musica e recitazione di scuola elementare. Nei suoi pezzi suona personalmente quasi tutti gli strumenti, crea la parte elettronica e produce da sola i suoi dischi. Quando non era ancora famosa, divideva a [[Toronto]] una stanza con la cantante [[Feist]].<ref>{{en}} [http://www.theage.com.au/news/music/working-blue/2006/06/29/1151174330818.html Articolo da TheAge.com]</ref> Le sue canzoni sono presenti nelle [[colonna sonora"
"Madonna Wayne Gacy","Q455579","studio = 5 "
"La divisa scolastica di Akebi","Q48755428","studio = [[CloverWorks]] "
"Pino Nicolosi","Q3905278","studio = |album live = "
"Simba: è nato un re","Q2286985","studio = [[Mondo TV]] "
"Ani*Kuri 15","Q2580218","studio = [[Studio 4°C]], [[Gainax]], [[Gonzo (azienda)"
"George Strait","Q366584","studio = |album live = "
"Trilok Gurtu","Q666495","studio = |album live = "
"Teen Titans Go! Vs. Teen Titans","Q65552647","studio = [[Warner Bros. Animation]] "
"SuperDoll Rika-chan","Q303425","studio = [[Genco]] "
"Lucia Cassini","Q3838445","studio = |album live = "
"Zero in condotta (serie animata)","Q2860152","studio = [[DiC Entertainment]] "
"Nana (cantante)","Q491515","studio = 3 "
"Jon Carin","Q379608","studio = |album live = "
"Skeleton Knight in Another World","Q28860855","studio = Studio Kai "
"Farzar","Q113102594","studio = [[Damn! Show Productions]] "
"Judy Collins","Q254576","studio = 27 "
"Billy the Cat","Q20198456","studio = [[Films du Triangle]] "
"Sergej Vladilenovič Kirienko","Q313915","studio = |alma mater = Istituto degli ingegneri del trasporto marittimo di [[Nižnij Novgorod"
