"title","weighted_tags","wikibase_item","FilmID","primaryTitle","status","QID.imdb","imdb.status"
"Ак Илбирс (кинопремия, 2015)","classification.ores.articletopic/Geography.Regions.Asia.Central_Asia|991|classification.ores.articletopic/Culture.Media.Films|946|classification.ores.articletopic/Culture.Media.Media*|909|classification.ores.articletopic/Geography.Regions.Asia.Asia*|538","Q21660252","tt4241024","Move","not exact match",NA,NA
"Digital Frontier","classification.ores.articletopic/Culture.Literature|900|classification.ores.articletopic/Culture.Media.Video games|588|classification.ores.articletopic/Culture.Media.Media*|831|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|915|classification.ores.articletopic/Geography.Regions.Asia.Asia*|755|classification.ores.articletopic/Geography.Regions.Asia.East Asia|851|classification.ores.articletopic/Culture.Media.Films|271|recommendation.image/exists|1","Q5275866","tt1174954","Resident Evil: Degeneration","not exact match",NA,NA
"Последний настоящий мужчина (сезон 7)","classification.ores.articletopic/Culture.Media.Television|808|classification.ores.articletopic/Culture.Media.Films|835|classification.ores.articletopic/Culture.Media.Media*|990|classification.ores.articletopic/Geography.Regions.Americas.North_America|960","Q56810063","tt1828327","Last Man Standing","not exact match",NA,NA
"Последний побег","classification.ores.articletopic/Culture.Media.Media*|952|classification.ores.articletopic/Culture.Biography.Biography*|912|classification.ores.articletopic/Culture.Media.Films|887","Q4373815","tt0074114","Alice or The Last Escapade","not exact match",NA,NA
"Filmfare Award за лучший монтаж","classification.ores.articletopic/Geography.Regions.Asia.South Asia|994|classification.ores.articletopic/Culture.Media.Films|543|classification.ores.articletopic/Geography.Regions.Asia.Asia*|987|classification.ores.articletopic/Culture.Media.Music|688","Q1414545","tt0152509","Sohni Mahiwal","not exact match",NA,NA
"Filmfare Award за влияние в киноиндустрии","classification.ores.articletopic/Culture.Media.Films|964|classification.ores.articletopic/Geography.Regions.Asia.Asia*|981|classification.ores.articletopic/Culture.Media.Media*|807|classification.ores.articletopic/Geography.Regions.Asia.South Asia|999","Q1414485","tt0373856","Gangaajal","not exact match",NA,NA
"Lifestyles of the Rich and Animated","classification.ores.articletopic/Geography.Regions.Americas.North_America|569|classification.ores.articletopic/Culture.Media.Media*|972|classification.ores.articletopic/Culture.Media.Films|901","Q65157463","tt0933071","Lifestyles of the Rich and Animated","match",NA,NA
"Фильмография Эла Сент-Джона","classification.ores.articletopic/Culture.Media.Films|986|classification.ores.articletopic/Culture.Media.Media*|951","Q4704841","tt0054791","Days of Thrills and Laughter","not exact match",NA,NA
"Список наград и номинаций фильма «Акт убийства»","classification.ores.articletopic/Culture.Media.Media*|997|classification.ores.articletopic/Culture.Media.Films|1000","Q15616247","tt2375605","The Act of Killing","not exact match",NA,NA
"Рождество с мертвецами","classification.ores.articletopic/Culture.Media.Films|880|classification.ores.articletopic/Culture.Literature|772|classification.ores.articletopic/Culture.Media.Media*|982","Q5111592","tt1954334","Christmas with the Dead","not exact match",NA,NA
"Индийское параллельное кино","classification.ores.articletopic/Culture.Media.Films|999|classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Geography.Regions.Asia.South_Asia|939|classification.ores.articletopic/Geography.Regions.Asia.Asia*|926","Q7134948","tt0154942","Neecha Nagar","not exact match",NA,NA
