"title","weighted_tags","wikibase_item","FilmID","primaryTitle","status","QID.imdb","imdb.status"
"Kjell Andersson (dokumentärfilmare)","classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|993|classification.ores.articletopic/Geography.Regions.Europe.Europe*|956|classification.ores.articletopic/Culture.Media.Films|1000","Q5555193","tt0152167","Refränger från källaren","not exact match",NA,NA
"Helvetet vid Verdun","classification.ores.articletopic/Culture.Media.Media*|934|classification.ores.articletopic/Culture.Media.Films|995","Q3555819","tt0020547","Verdun: Looking at History","not exact match",NA,NA
"Melisa Ferhatovic","classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Films|995|classification.ores.articletopic/Culture.Media.Media*|976|classification.ores.articletopic/Culture.Biography.Women|754","Q122771236","tt11649912","Episode #1.17","not exact match",NA,NA
"Filmåret 1916","classification.ores.articletopic/Culture.Media.Media*|975|classification.ores.articletopic/Culture.Media.Films|996|recommendation.link/exists|1|recommendation.image/exists|1","Q913300","tt0006706","Fången på Karlstens fästning","not exact match",NA,NA
"Uncle Tom's Cabin (film, 1914)","classification.ores.articletopic/Geography.Regions.Americas.North_America|798|classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000|recommendation.image/exists|1","Q3549217","tt0004743","Uncle Tom's Cabin","not exact match",NA,NA
"The Artful Dodger","classification.ores.articletopic/Culture.Media.Media*|997|classification.ores.articletopic/Culture.Media.Films|985|classification.ores.articletopic/Culture.Media.Television|870","Q122496498","tt20285780","The Artful Dodger","match",NA,NA
"Filmåret 1910","classification.ores.articletopic/Culture.Media.Films|995|classification.ores.articletopic/Culture.Media.Media*|946|recommendation.link/exists|1|recommendation.image/exists|1","Q605884","tt0187041","Fänrik Ståls sägner","not exact match",NA,NA
"Filmåret 1897","classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/Culture.Media.Media*|949|recommendation.link/exists|1|recommendation.image/exists|1","Q766134","tt0196419","The Village","not exact match",NA,NA
"Sins of the Amish","classification.ores.articletopic/Culture.Media.Media*|953|classification.ores.articletopic/Culture.Biography.Biography*|880|classification.ores.articletopic/Culture.Media.Films|607","Q121359848","tt20202334","Sins of the Amish","match",NA,NA
"Filmåret 1903","classification.ores.articletopic/Culture.Media.Media*|634|classification.ores.articletopic/Culture.Media.Films|988|recommendation.image/exists|1","Q668228","tt0000439","The Great Train Robbery","not exact match",NA,NA
"Filmåret 1900","classification.ores.articletopic/Culture.Media.Films|952","Q923022","tt0000306","Le duel d'Hamlet","not exact match",NA,NA
"Filmåret 1894","classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/Culture.Media.Media*|958|recommendation.image/exists|1","Q652666","tt0000001","Carmencita","not exact match",NA,NA
"Film, TV och radio i Umeå","classification.ores.articletopic/Geography.Regions.Europe.Europe*|964|classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|982|classification.ores.articletopic/Culture.Media.Films|644|classification.ores.articletopic/Culture.Media.Media*|961","Q112579112","tt0249528","G - som i gemutredningen","not exact match",NA,NA
"Filmåret 1898","classification.ores.articletopic/Culture.Media.Media*|797|classification.ores.articletopic/Culture.Media.Films|994|recommendation.image/exists|1","Q913057","tt0236529","The Nearsighted School Teacher","not exact match",NA,NA
"AFI's 100 Years...100 Heroes & Villains","classification.ores.articletopic/Culture.Sports|37|classification.ores.articletopic/Culture.Media.Films|786","Q1610957","tt0369200","AFI's 100 Years... 100 Heroes & Villains","not exact match",NA,NA
"Hype (musikal)","classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|985|classification.ores.articletopic/Culture.Media.Films|962|classification.ores.articletopic/Geography.Regions.Europe.Europe*|930|classification.ores.articletopic/Culture.Biography.Biography*|743|classification.ores.articletopic/Culture.Performing_arts|622","Q65234652","tt10369184","Hype","not exact match",NA,NA
"Downey's Dream Cars","classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Culture.Media.Films|930|classification.ores.articletopic/History_and_Society.Society|585|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|507","Q118894179","tt20297790","Downey's Dream Cars","match",NA,NA
"Filmåret 1896","classification.ores.articletopic/Culture.Media.Media*|722|classification.ores.articletopic/Culture.Media.Films|997|recommendation.image/exists|1","Q1051973","tt0000075","The Conjuring of a Woman at the House of Robert Houdin","not exact match",NA,NA
"Haruka na machi e","classification.ores.articletopic/Culture.Literature|998|classification.ores.articletopic/Culture.Visual arts.Visual arts*|982|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|997|classification.ores.articletopic/Culture.Media.Films|306","Q289415","tt1266037","Quartier lointain","not exact match",NA,NA
"Joel Wallón","classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Culture.Media.Media*|995","Q121692735","tt9140604","Fartblinda","not exact match",NA,NA
"Filmåret 1901","classification.ores.articletopic/Culture.Media.Films|861|recommendation.image/exists|1","Q936358","tt0312017","What Happened on Twenty-third Street, New York City","not exact match",NA,NA
"If All Goes Wrong","classification.ores.articletopic/Culture.Media.Films|552|classification.ores.articletopic/Culture.Media.Music|483|classification.ores.articletopic/Culture.Media.Media*|970|recommendation.link/exists|1","Q4993482","tt1236247","Smashing Pumpkins: If All Goes Wrong","not exact match",NA,NA
