"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Одумегву-Оджукву, Чуквемека","classification.ores.articletopic/Geography.Regions.Africa.Africa*|880|classification.ores.articletopic/Geography.Regions.Africa.Western_Africa|672|classification.ores.articletopic/Culture.Biography.Biography*|822","Q380670","nm0645361","Odumegwu Ojukwu","not exact match",NA,NA
"Ширак, Бернадетт","classification.ores.articletopic/Geography.Regions.Europe.Western Europe|973|classification.ores.articletopic/Culture.Biography.Women|934|classification.ores.articletopic/Culture.Biography.Biography*|984|classification.ores.articletopic/Geography.Regions.Europe.Europe*|962|classification.ores.articletopic/History and Society.History|649","Q431115","nm1220466","Bernadette Chirac","not exact match",NA,NA
"Лабаки, Надин","classification.ores.articletopic/Culture.Biography.Women|659|classification.ores.articletopic/History and Society.History|135|classification.ores.articletopic/Culture.Biography.Biography*|945|classification.ores.articletopic/Geography.Regions.Asia.West Asia|251|classification.ores.articletopic/Geography.Regions.Asia.Asia*|861|classification.ores.articletopic/History and Society.Society|325","Q266539","nm1699436","Caroline Labaki","not exact match","nm1701024",NA
"Некрасова, Евгения Игоревна","classification.ores.articletopic/Culture.Biography.Biography*|907|classification.ores.articletopic/Geography.Regions.Europe.Eastern_Europe|679|classification.ores.articletopic/Geography.Regions.Europe.Europe*|847|classification.ores.articletopic/Geography.Regions.Asia.Asia*|685|classification.ores.articletopic/Geography.Regions.Asia.North_Asia|651","Q97316998","nm6492396","Katya Skakun","not exact match",NA,NA
"Севастьянов, Олег Юрьевич","classification.ores.articletopic/Culture.Biography.Biography*|685","Q120278488","nm0767909","Oleg Sevastyanov","not exact match",NA,NA
"Фрум, Крис","classification.ores.articletopic/Culture.Sports|997|classification.ores.articletopic/Culture.Biography.Biography*|896","Q319591","nm5234570","Chris Froome","not exact match",NA,NA
"Мицуко Сома","classification.ores.articletopic/Culture.Media.Films|600|classification.ores.articletopic/Geography.Regions.Asia.Asia*|904|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|946|classification.ores.articletopic/Culture.Biography.Biography*|782","Q2988539","nm0441161","Reiko Kataoka","not exact match",NA,NA
"Ужинов, Олег Вячеславович","classification.ores.articletopic/Geography.Regions.Asia.Asia*|917|classification.ores.articletopic/Geography.Regions.Europe.Europe*|787|classification.ores.articletopic/Geography.Regions.Asia.North_Asia|974|classification.ores.articletopic/Geography.Regions.Europe.Eastern_Europe|957|classification.ores.articletopic/Culture.Media.Media*|531|classification.ores.articletopic/Culture.Biography.Biography*|992","Q18741362","nm2708574","Elena Uzhinova","not exact match","nm2241901",NA
"Коссофф, Пол Фрэнсис","classification.ores.articletopic/Culture.Biography.Biography*|990|classification.ores.articletopic/Culture.Media.Music|998|classification.ores.articletopic/Culture.Media.Media*|992","Q707293","nm0467311","David Kossoff","not exact match","nm1323325",NA
"Цутия, Анна","classification.ores.articletopic/Culture.Visual arts.Visual arts*|835|classification.ores.articletopic/Culture.Biography.Biography*|988|classification.ores.articletopic/Geography.Regions.Asia.East Asia|942|classification.ores.articletopic/Culture.Biography.Women|878|classification.ores.articletopic/Culture.Media.Music|138|classification.ores.articletopic/Geography.Regions.Asia.Asia*|923|recommendation.link/exists|1","Q236954","nm1822274","Joshua","not exact match","nm1665871",NA
"Фахи, Шэвон","classification.ores.articletopic/Culture.Biography.Biography*|966|classification.ores.articletopic/Culture.Media.Media*|892|classification.ores.articletopic/Culture.Media.Music|832|classification.ores.articletopic/Geography.Regions.Europe.Europe*|807|classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|885|classification.ores.articletopic/Culture.Biography.Women|685|recommendation.image_section/exists|1","Q467621","nm2763930","Django Stewart","not exact match","nm0265203",NA
"Демирчян, Дереник Карапетович","classification.ores.articletopic/Geography.Regions.Asia.North Asia|488|classification.ores.articletopic/Culture.Biography.Biography*|947|classification.ores.articletopic/Geography.Regions.Asia.Asia*|974|classification.ores.articletopic/Geography.Regions.Asia.West Asia|982|classification.ores.articletopic/History and Society.Society|322","Q3646436","nm1345993","Derenik Demirchyan","not exact match",NA,NA
"Мелик-Карамов, Виталий Рачикович","classification.ores.articletopic/Culture.Biography.Biography*|983|classification.ores.articletopic/Geography.Regions.Asia.Asia*|817|classification.ores.articletopic/Geography.Regions.Asia.North_Asia|793|classification.ores.articletopic/Geography.Regions.Europe.Eastern_Europe|782|classification.ores.articletopic/Geography.Regions.Europe.Europe*|672|classification.ores.articletopic/Culture.Media.Media*|523","Q60830701","nm6053438","Vitaly Melik-Karamov","not exact match",NA,NA
"Отто, Джон (музыкант)","classification.ores.articletopic/Culture.Media.Media*|961|classification.ores.articletopic/Culture.Media.Music|974|classification.ores.articletopic/Culture.Biography.Biography*|562","Q382244","nm0653262","John Otto","not exact match",NA,NA
"Мирошниченко, Роман Максимович","classification.ores.articletopic/Culture.Media.Media*|980|classification.ores.articletopic/Culture.Media.Music|982|classification.ores.articletopic/Culture.Biography.Biography*|782","Q4296268","nm12855543","Roman Miroshnichenko","not exact match",NA,NA
"Mike + The Mechanics","classification.ores.articletopic/Culture.Media.Music|969|classification.ores.articletopic/Culture.Media.Media*|873|classification.ores.articletopic/Culture.Biography.Biography*|797","Q653632","nm0751986","Mike Rutherford","not exact match","nm3187138",NA
"Маслански, Пол","classification.ores.articletopic/Culture.Biography.Biography*|438","Q2061182","nm0556488","Sasha Maslansky","not exact match","nm0556487",NA
"Ки Сон Ён","classification.ores.articletopic/Culture.Sports|997|classification.ores.articletopic/Culture.Biography.Biography*|658","Q313083","nm1626041","Hye-jin Han","not exact match",NA,NA
"Трухильо, Рамфис","classification.ores.articletopic/Culture.Biography.Biography*|992","Q2680974","nm0586788",NA,NA,NA,NA
"Телефон полиции — 110","classification.ores.articletopic/Culture.Media.Media*|943|classification.ores.articletopic/Geography.Regions.Europe.Europe*|600|classification.ores.articletopic/Culture.Biography.Biography*|787|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|523|classification.ores.articletopic/Culture.Media.Films|692","Q698522","nm0482262","Reinhard Lakomy","not exact match","tt0806901",NA
